"","id","effect","type","model"
"889",201,1.00966671722094,"T","rcs"
"890",202,1.01437290961645,"T","rcs"
"891",203,1.0143998335758,"T","rcs"
"892",204,1.0142946270093,"T","rcs"
"893",205,1.01323323369072,"T","rcs"
"894",206,1.01300842607777,"T","rcs"
"895",207,1.0126705846104,"T","rcs"
"896",208,1.01951511203791,"T","rcs"
"897",209,1.01959682978682,"T","rcs"
"898",210,1.00739605927947,"T","rcs"
"899",211,1.00757507493061,"T","rcs"
"900",212,0.989053586588786,"T","rcs"
"901",213,0.988862312265614,"T","rcs"
"902",214,0.988410583654157,"T","rcs"
"903",215,0.988309669656766,"T","rcs"
"904",216,0.968218297594724,"T","rcs"
"905",217,0.968004755913705,"T","rcs"
"906",218,0.967606654358107,"T","rcs"
"907",219,0.967396596244872,"T","rcs"
"908",220,0.967071460605165,"T","rcs"
"909",221,0.967094542592905,"T","rcs"
"910",222,0.958953764189421,"T","rcs"
"911",223,0.955426880672487,"T","rcs"
"912",224,0.953266375892113,"T","rcs"
"913",225,0.953599816697092,"T","rcs"
"914",226,0.943723254743163,"T","rcs"
"915",227,0.944305045860598,"T","rcs"
"916",228,0.944471125278309,"T","rcs"
"917",229,0.944398933242413,"T","rcs"
"918",230,0.944420257246679,"T","rcs"
"919",231,0.93390813998314,"T","rcs"
"920",232,0.93338674572714,"T","rcs"
"921",233,0.933066518977215,"T","rcs"
"922",234,0.932425471907465,"T","rcs"
"923",235,0.924721695671642,"T","rcs"
"924",236,0.931188306349866,"T","rcs"
"925",237,0.930947686487701,"T","rcs"
"926",238,0.930440860519149,"T","rcs"
"927",239,0.918224590643964,"T","rcs"
"928",240,0.918113288607877,"T","rcs"
"929",241,0.917618367655164,"T","rcs"
"930",242,0.926114576444921,"T","rcs"
"931",243,0.926171049686158,"T","rcs"
"932",244,0.925977083785902,"T","rcs"
"933",245,0.925678182077487,"T","rcs"
"934",246,0.92572039842446,"T","rcs"
"935",247,0.925789697399161,"T","rcs"
"936",248,0.925213744216009,"T","rcs"
"937",249,0.924962970989263,"T","rcs"
"938",250,0.924352650561125,"T","rcs"
"939",251,0.924040228264648,"T","rcs"
"940",252,0.923348052345788,"T","rcs"
"941",253,0.923338144863262,"T","rcs"
"942",254,0.922952760874223,"T","rcs"
"943",255,0.922598229837309,"T","rcs"
"944",256,0.922204688503976,"T","rcs"
"945",257,0.922034117468683,"T","rcs"
"946",258,0.921056011977216,"T","rcs"
"947",259,0.918054401902651,"T","rcs"
"948",260,0.917979854120046,"T","rcs"
"949",261,0.918041434977993,"T","rcs"
"950",262,0.911010759294602,"T","rcs"
"951",263,0.910501653364821,"T","rcs"
"952",264,0.910176225734681,"T","rcs"
"953",265,0.907053297103704,"T","rcs"
"954",266,0.906954879792678,"T","rcs"
"955",267,0.906748419237937,"T","rcs"
"956",268,0.910429480792617,"T","rcs"
"957",269,0.910140925959502,"T","rcs"
"958",270,0.909792559049132,"T","rcs"
"959",271,0.909743249211917,"T","rcs"
"960",272,0.909563800961567,"T","rcs"
"961",273,0.90939029836765,"T","rcs"
"962",274,0.909311009794521,"T","rcs"
"963",275,0.909041920223614,"T","rcs"
"964",276,0.90867471787756,"T","rcs"
"965",277,0.908719419497623,"T","rcs"
"966",278,0.908734145308664,"T","rcs"
"967",279,0.90816652626164,"T","rcs"
"968",280,0.907969664672059,"T","rcs"
"969",281,0.907883603987392,"T","rcs"
"970",282,0.907152691173338,"T","rcs"
"971",283,0.906918850666619,"T","rcs"
"972",284,0.906951662553566,"T","rcs"
"973",285,0.90675294762909,"T","rcs"
"974",286,0.920750757501163,"T","rcs"
"975",287,0.917781194382842,"T","rcs"
"976",288,0.92941878990776,"T","rcs"
"977",289,0.928796533159849,"T","rcs"
"978",290,0.928526603014054,"T","rcs"
"979",291,0.928486700272583,"T","rcs"
"980",292,0.928043272319236,"T","rcs"
"981",293,0.927948432577469,"T","rcs"
"982",294,0.927663281157367,"T","rcs"
"983",295,0.936566730911736,"T","rcs"
"984",296,0.937744801950501,"T","rcs"
"985",297,0.93754183780463,"T","rcs"
"986",298,0.936927172474378,"T","rcs"
"987",299,0.937103497366826,"T","rcs"
"988",300,0.936910028309679,"T","rcs"
"989",301,0.93673255301741,"T","rcs"
"990",302,0.936442547584899,"T","rcs"
"991",303,0.939386764717558,"T","rcs"
"992",304,0.938808563760794,"T","rcs"
"993",305,0.938367901919927,"T","rcs"
"994",306,0.938233572267857,"T","rcs"
"995",307,0.938152338284311,"T","rcs"
"996",308,0.937972373314423,"T","rcs"
"997",309,0.948361836480545,"T","rcs"
"998",310,0.948280403807543,"T","rcs"
"999",311,0.927826301074787,"T","rcs"
"1000",312,0.927780619544235,"T","rcs"
"1001",313,0.927739278532568,"T","rcs"
"1002",314,0.927518928967244,"T","rcs"
"1003",315,0.939981630021029,"T","rcs"
"1004",316,0.933543807786503,"T","rcs"
"1005",317,0.933222724069177,"T","rcs"
"1006",318,0.933100841390602,"T","rcs"
"1007",319,0.933047352831378,"T","rcs"
"1008",320,0.910724183251037,"T","rcs"
"1009",321,0.910753127482892,"T","rcs"
"1010",322,0.904387214705547,"T","rcs"
"1011",323,0.904184647095767,"T","rcs"
"1012",324,0.904021320147131,"T","rcs"
"1013",325,0.903728881197285,"T","rcs"
"1014",326,0.903775412508669,"T","rcs"
"1015",327,0.903514157495958,"T","rcs"
"1016",328,0.903043219200871,"T","rcs"
"1017",329,0.903192855158925,"T","rcs"
"1018",330,0.902971668701647,"T","rcs"
"1019",331,0.895962442309508,"T","rcs"
"1020",332,0.870695743289127,"T","rcs"
"1021",333,0.870812481517839,"T","rcs"
"1022",334,0.870411973599594,"T","rcs"
"1023",335,0.862524454481103,"T","rcs"
"1024",336,0.857529543221351,"T","rcs"
"1025",337,0.857569593633735,"T","rcs"
"1026",338,0.857647245075086,"T","rcs"
"1027",339,0.857112348238744,"T","rcs"
"1028",340,0.861196351559936,"T","rcs"
"1029",341,0.862909622539661,"T","rcs"
"1030",342,0.863369484633308,"T","rcs"
"1031",343,0.863556744320428,"T","rcs"
"1032",344,0.863499881365845,"T","rcs"
"1033",345,0.837048555058702,"T","rcs"
"1034",346,0.836692932608736,"T","rcs"
"1035",347,0.836681585940944,"T","rcs"
"1036",348,0.837791775403878,"T","rcs"
"1037",349,0.837816106656623,"T","rcs"
"1038",350,0.837780458099886,"T","rcs"
"1039",351,0.849110575174656,"T","rcs"
"1040",352,0.850671891827341,"T","rcs"
"1041",353,0.855970134107863,"T","rcs"
"1042",354,0.85589957845916,"T","rcs"
"1043",355,0.853666264749591,"T","rcs"
"1044",356,0.84328936912937,"T","rcs"
"1045",357,0.843111554356,"T","rcs"
"1046",358,0.835422709998965,"T","rcs"
"1047",359,0.835469016619865,"T","rcs"
"1048",360,0.828501572749559,"T","rcs"
"1049",361,0.818688491149126,"T","rcs"
"1050",362,0.819071967744862,"T","rcs"
"1051",363,0.807411470767392,"T","rcs"
"1052",364,0.80714524161485,"T","rcs"
"1053",365,0.806640558937937,"T","rcs"
"1054",366,0.803766963253316,"T","rcs"
"1055",367,0.803560583828295,"T","rcs"
"1056",368,0.803370257636593,"T","rcs"
"1057",369,0.803204431003678,"T","rcs"
"1058",370,0.80288318473174,"T","rcs"
"1059",371,0.802674052730506,"T","rcs"
"1060",372,0.80270575819909,"T","rcs"
