id,effect,type,model
531,0.923747247,T,RCS
531,51088.15349,A,RCS
532,1.246535178,T,RCS
532,47481.57718,A,RCS
533,1.008011071,T,RCS
533,44530.27776,A,RCS
534,1.342961844,T,RCS
534,46036.82498,A,RCS
535,1.211171406,T,RCS
535,50470.7683,A,RCS
536,1.005420016,T,RCS
536,45277.68899,A,RCS
537,1.127364513,T,RCS
537,61944.63846,A,RCS
538,1.175935938,T,RCS
538,42125.15596,A,RCS
539,1.07599989,T,RCS
539,45456.41482,A,RCS
54,0.936155132,T,RCS
54,38193.11052,A,RCS
540,1.112849221,T,RCS
540,48272.93252,A,RCS
541,1.120858202,T,RCS
541,47276.19788,A,RCS
542,0.916833578,T,RCS
542,36705.38731,A,RCS
543,1.148716378,T,RCS
543,58421.8314,A,RCS
544,0.836268101,T,RCS
544,39557.17701,A,RCS
545,0.803659492,T,RCS
545,34803.06212,A,RCS
546,0.904228253,T,RCS
546,41313.5579,A,RCS
547,0.909140682,T,RCS
547,51852.46755,A,RCS
548,0.818266237,T,RCS
548,74335.93467,A,RCS
549,0.674909795,T,RCS
549,68771.34753,A,RCS
55,0.80467362,T,RCS
55,40072.77787,A,RCS
550,0.953183621,T,RCS
550,58591.16773,A,RCS
551,1.030135902,T,RCS
551,65894.2126,A,RCS
552,0.698215479,T,RCS
552,58383.67398,A,RCS
553,1.02457593,T,RCS
553,60284.52257,A,RCS
554,0.805428915,T,RCS
554,66900.56487,A,RCS
555,0.967316824,T,RCS
555,52246.69583,A,RCS
556,0.874354331,T,RCS
556,48915.58956,A,RCS
557,0.821317073,T,RCS
557,45860.16349,A,RCS
558,0.734303362,T,RCS
558,34814.92712,A,RCS
559,1.092919831,T,RCS
559,55683.14926,A,RCS
56,0.60813924,T,RCS
56,41416.52514,A,RCS
560,1.001881392,T,RCS
560,55013.21347,A,RCS
561,1.15598173,T,RCS
561,46762.50565,A,RCS
562,1.078185841,T,RCS
562,39474.69059,A,RCS
563,0.986500397,T,RCS
563,71456.87107,A,RCS
564,1.215695028,T,RCS
564,37230.18544,A,RCS
565,0.927320919,T,RCS
565,58950.58095,A,RCS
566,0.921346069,T,RCS
566,75545.47897,A,RCS
567,1.088159536,T,RCS
567,16792.52977,A,RCS
568,1.075090828,T,RCS
568,56871.65233,A,RCS
569,0.780335896,T,RCS
569,51149.89695,A,RCS
57,0.680142673,T,RCS
57,40552.78065,A,RCS
570,1.085613161,T,RCS
570,14394.29534,A,RCS
571,1.260068584,T,RCS
571,44209.85675,A,RCS
572,1.009690297,T,RCS
572,62026.81387,A,RCS
573,1.073869642,T,RCS
573,58104.47586,A,RCS
574,1.018175731,T,RCS
574,80865.27651,A,RCS
575,0.950315159,T,RCS
575,14104.70919,A,RCS
576,0.867347527,T,RCS
576,58867.3079,A,RCS
577,1.103468638,T,RCS
577,52991.13668,A,RCS
578,1.04483411,T,RCS
578,62209.70753,A,RCS
579,0.937276115,T,RCS
579,24682.24933,A,RCS
58,0.966010707,T,RCS
58,40947.10704,A,RCS
580,0.936459669,T,RCS
580,25588.56185,A,RCS
581,0.818814398,T,RCS
581,71031.20575,A,RCS
582,0.826555073,T,RCS
582,25571.61234,A,RCS
583,0.859121747,T,RCS
583,18741.57457,A,RCS
584,1.119721091,T,RCS
584,84165.90507,A,RCS
585,0.927746064,T,RCS
585,23990.51817,A,RCS
586,1.056565962,T,RCS
586,22465.91123,A,RCS
587,0.825216596,T,RCS
587,29709.27693,A,RCS
588,0.950335122,T,RCS
588,20447.0509,A,RCS
589,0.901313763,T,RCS
589,89673.68919,A,RCS
59,0.965186846,T,RCS
59,40205.2479,A,RCS
590,0.844256965,T,RCS
590,17796.35988,A,RCS
591,1.012026718,T,RCS
591,79423.05832,A,RCS
592,0.803168991,T,RCS
592,82227.70235,A,RCS
593,0.912745605,T,RCS
593,97289.26778,A,RCS
594,0.885989671,T,RCS
594,14545.12174,A,RCS
595,1.019170708,T,RCS
595,89421.02061,A,RCS
596,1.178701917,T,RCS
596,103376.4443,A,RCS
597,0.924593826,T,RCS
597,80926.75647,A,RCS
598,1.209890898,T,RCS
598,79802.77138,A,RCS
599,1.174002828,T,RCS
599,94299.92521,A,RCS
6,0.65922648,T,RCS
6,31069.28028,A,RCS
60,0.998177838,T,RCS
60,39168.83926,A,RCS
600,0.976892837,T,RCS
600,79407.60723,A,RCS
601,1.042673882,T,RCS
601,104340.9059,A,RCS
602,0.969521422,T,RCS
602,104265.7677,A,RCS
603,0.852805554,T,RCS
603,109183.621,A,RCS
604,1.10698846,T,RCS
604,78346.29497,A,RCS
605,0.942736108,T,RCS
605,64105.71636,A,RCS
606,0.74919511,T,RCS
606,102496.433,A,RCS
607,0.895098524,T,RCS
607,68263.62243,A,RCS
608,1.000557887,T,RCS
608,68203.71485,A,RCS
609,0.969602477,T,RCS
609,69913.11069,A,RCS
61,0.71758637,T,RCS
61,38832.15611,A,RCS
610,0.809679081,T,RCS
610,66573.28263,A,RCS
611,0.763043712,T,RCS
611,65906.06748,A,RCS
612,0.886760765,T,RCS
612,75795.6478,A,RCS
613,1.000519721,T,RCS
613,66574.90309,A,RCS
614,1.035354426,T,RCS
614,74550.34993,A,RCS
615,0.716264539,T,RCS
615,72431.31529,A,RCS
616,0.740571063,T,RCS
616,65947.56548,A,RCS
617,0.976032673,T,RCS
617,63330.33216,A,RCS
618,0.866495463,T,RCS
618,78904.96953,A,RCS
619,0.797800433,T,RCS
619,63222.7356,A,RCS
62,1.083719711,T,RCS
62,42387.49609,A,RCS
620,0.918555116,T,RCS
621,0.774680055,T,RCS
622,0.750811747,T,RCS
623,0.915570024,T,RCS
624,0.772389861,T,RCS
625,0.804919807,T,RCS
626,0.878683126,T,RCS
627,0.775979818,T,RCS
628,0.757775572,T,RCS
629,0.837663214,T,RCS
63,1.190079733,T,RCS
63,41979.26458,A,RCS
630,0.853920621,T,RCS
631,0.927461222,T,RCS
632,0.655478569,T,RCS
633,0.800629231,T,RCS
634,0.917145324,T,RCS
635,0.80896707,T,RCS
636,0.656279864,T,RCS
637,0.778748718,T,RCS
638,0.788434585,T,RCS
639,0.821781671,T,RCS
64,0.791199614,T,RCS
64,40825.02531,A,RCS
640,0.967799666,T,RCS
641,0.981347496,T,RCS
642,1.01264751,T,RCS
643,0.925055069,T,RCS
644,0.948437693,T,RCS
645,0.641822832,T,RCS
646,0.915251039,T,RCS
647,0.9102188,T,RCS
648,0.825718104,T,RCS
649,0.956961079,T,RCS
65,1.177668484,T,RCS
65,41350.98555,A,RCS
650,0.79557001,T,RCS
651,0.674262076,T,RCS
652,0.762115679,T,RCS
653,0.763426986,T,RCS
654,0.748924826,T,RCS
655,0.626299905,T,RCS
656,0.66349791,T,RCS
657,0.793920408,T,RCS
658,0.875367383,T,RCS
659,0.79217432,T,RCS
66,0.988485905,T,RCS
66,40647.54842,A,RCS
660,0.557048358,T,RCS
661,0.811479114,T,RCS
662,0.61265518,T,RCS
663,0.786954328,T,RCS
664,0.800580351,T,RCS
665,0.863947149,T,RCS
666,0.98107311,T,RCS
667,0.923036389,T,RCS
668,0.940005756,T,RCS
669,0.952785535,T,RCS
67,1.195351561,T,RCS
67,42699.63697,A,RCS
670,0.709720284,T,RCS
671,1.080889184,T,RCS
672,0.817005413,T,RCS
673,0.937139378,T,RCS
674,0.828321518,T,RCS
675,1.160123259,T,RCS
676,0.897884734,T,RCS
677,0.878266222,T,RCS
678,0.92066829,T,RCS
679,0.97138326,T,RCS
68,1.150889249,T,RCS
68,37805.70316,A,RCS
680,0.856272308,T,RCS
681,0.776156971,T,RCS
682,0.89439382,T,RCS
683,1.032949724,T,RCS
684,1.078098184,T,RCS
685,0.932983301,T,RCS
686,1.094238203,T,RCS
687,0.860005196,T,RCS
688,0.777109361,T,RCS
689,0.982344375,T,RCS
69,1.092858239,T,RCS
69,38472.79276,A,RCS
690,0.780511624,T,RCS
691,0.986828849,T,RCS
692,0.849393909,T,RCS
693,0.998463853,T,RCS
694,1.134805603,T,RCS
695,0.949242232,T,RCS
696,0.861514502,T,RCS
697,1.12779162,T,RCS
698,0.809881111,T,RCS
699,0.763591894,T,RCS
7,0.452399087,T,RCS
7,30536.93287,A,RCS
70,0.709188166,T,RCS
70,38090.48024,A,RCS
700,0.908710493,T,RCS
701,1.059510878,T,RCS
702,1.090348925,T,RCS
703,0.984440789,T,RCS
704,1.140518096,T,RCS
705,1.018326814,T,RCS
706,0.994895518,T,RCS
707,1.026458272,T,RCS
708,0.965938361,T,RCS
709,0.999998383,T,RCS
71,0.873223994,T,RCS
71,37459.73489,A,RCS
710,0.848557314,T,RCS
711,0.89326349,T,RCS
712,0.75174801,T,RCS
713,0.91335119,T,RCS
714,0.84366382,T,RCS
715,0.891574988,T,RCS
716,1.010890765,T,RCS
717,1.013110455,T,RCS
718,1.155084714,T,RCS
719,0.855309841,T,RCS
72,0.791532398,T,RCS
72,40613.19232,A,RCS
720,1.041287589,T,RCS
721,1.363530298,T,RCS
722,1.189589279,T,RCS
723,1.1129437,T,RCS
724,1.142157697,T,RCS
725,0.932441912,T,RCS
726,1.173576709,T,RCS
727,0.991116753,T,RCS
728,1.080234541,T,RCS
729,1.13015495,T,RCS
73,0.904202471,T,RCS
73,38822.5783,A,RCS
730,0.977871996,T,RCS
731,1.074276216,T,RCS
732,1.066017549,T,RCS
733,1.019639961,T,RCS
734,1.06193422,T,RCS
735,0.863871484,T,RCS
736,1.040000243,T,RCS
737,1.104626734,T,RCS
738,1.037324057,T,RCS
739,0.98009904,T,RCS
74,1.616226433,T,RCS
74,39963.69833,A,RCS
740,0.96460446,T,RCS
741,0.794405761,T,RCS
742,0.908339869,T,RCS
743,1.149770527,T,RCS
744,0.790340017,T,RCS
745,0.947804738,T,RCS
746,1.032093602,T,RCS
747,1.115668278,T,RCS
748,1.111682706,T,RCS
749,1.183865077,T,RCS
75,0.711888567,T,RCS
75,39807.49819,A,RCS
750,1.043943318,T,RCS
751,0.95069059,T,RCS
752,0.939212948,T,RCS
753,1.203252662,T,RCS
754,1.197360926,T,RCS
755,1.033955963,T,RCS
756,1.098495516,T,RCS
757,1.188556671,T,RCS
758,1.048689045,T,RCS
759,1.034789811,T,RCS
76,1.445911268,T,RCS
76,40554.77147,A,RCS
760,0.923050803,T,RCS
761,0.942323221,T,RCS
762,0.940025071,T,RCS
763,0.855652362,T,RCS
764,1.091504365,T,RCS
765,0.844008714,T,RCS
766,1.057151505,T,RCS
767,1.142733817,T,RCS
768,1.149584856,T,RCS
769,1.014495782,T,RCS
77,1.260920787,T,RCS
77,38604.40967,A,RCS
770,1.029458169,T,RCS
771,0.886804274,T,RCS
772,1.172083149,T,RCS
773,0.932835064,T,RCS
774,0.972201229,T,RCS
775,1.045709461,T,RCS
776,0.718697957,T,RCS
777,1.099614882,T,RCS
778,1.246816971,T,RCS
779,1.184882621,T,RCS
78,0.965572663,T,RCS
78,39040.94373,A,RCS
780,1.198414186,T,RCS
781,1.00062821,T,RCS
782,1.137744368,T,RCS
783,1.004254775,T,RCS
784,1.12269213,T,RCS
785,1.097396469,T,RCS
786,1.28316871,T,RCS
787,1.119536352,T,RCS
788,0.970314897,T,RCS
789,0.817790804,T,RCS
79,1.654535038,T,RCS
79,39273.90258,A,RCS
790,0.964846645,T,RCS
791,1.079630866,T,RCS
792,0.990468751,T,RCS
793,1.075864171,T,RCS
794,1.159576621,T,RCS
795,1.049254541,T,RCS
796,0.757871226,T,RCS
797,1.095070518,T,RCS
798,0.857654462,T,RCS
799,0.896290702,T,RCS
8,0.427069326,T,RCS
8,32034.87841,A,RCS
80,1.460393469,T,RCS
80,40865.52582,A,RCS
800,0.786287296,T,RCS
801,0.974059814,T,RCS
802,0.911383301,T,RCS
803,0.883679571,T,RCS
804,0.972255921,T,RCS
805,0.886212731,T,RCS
806,0.976896405,T,RCS
807,0.801300062,T,RCS
808,0.817932577,T,RCS
809,0.949634924,T,RCS
81,1.233505168,T,RCS
81,39722.28676,A,RCS
810,0.856967334,T,RCS
811,1.042997863,T,RCS
812,0.779523442,T,RCS
813,0.818288269,T,RCS
814,0.980727349,T,RCS
815,0.929789202,T,RCS
816,0.882970853,T,RCS
817,0.750757486,T,RCS
818,0.870108129,T,RCS
819,0.845336515,T,RCS
82,1.140762796,T,RCS
82,37652.36164,A,RCS
820,0.899446105,T,RCS
821,1.053262554,T,RCS
822,0.97370469,T,RCS
823,1.014294255,T,RCS
824,1.109722741,T,RCS
825,1.053911206,T,RCS
826,1.116511659,T,RCS
827,1.113849324,T,RCS
828,1.070335475,T,RCS
829,1.061619526,T,RCS
83,1.287047781,T,RCS
83,40155.20776,A,RCS
830,1.134554908,T,RCS
831,1.139278107,T,RCS
832,1.117961529,T,RCS
833,1.209171952,T,RCS
834,1.003545071,T,RCS
835,1.035557001,T,RCS
836,1.093869805,T,RCS
837,1.261376251,T,RCS
838,1.015183709,T,RCS
839,1.16880325,T,RCS
84,1.518603389,T,RCS
84,41322.5832,A,RCS
840,1.282884106,T,RCS
841,1.045417485,T,RCS
842,1.002155087,T,RCS
843,0.971411831,T,RCS
844,1.069244791,T,RCS
845,1.012902555,T,RCS
846,1.028510677,T,RCS
847,1.159159265,T,RCS
848,0.885758956,T,RCS
849,1.253215002,T,RCS
85,1.515930563,T,RCS
85,40986.77158,A,RCS
850,0.981422235,T,RCS
851,0.942424845,T,RCS
852,0.884511441,T,RCS
853,0.930535416,T,RCS
854,0.811154691,T,RCS
855,0.948847045,T,RCS
856,1.050173863,T,RCS
857,0.985956387,T,RCS
858,1.052006638,T,RCS
859,0.970898006,T,RCS
86,1.499859967,T,RCS
86,40601.56141,A,RCS
860,0.946793918,T,RCS
861,0.947105724,T,RCS
862,0.909302852,T,RCS
863,1.003221669,T,RCS
864,1.194728288,T,RCS
865,0.824705248,T,RCS
866,0.997802458,T,RCS
867,0.907318411,T,RCS
868,0.879077372,T,RCS
869,0.964478447,T,RCS
87,0.998031708,T,RCS
87,41067.59476,A,RCS
870,0.841340168,T,RCS
871,0.931143422,T,RCS
872,0.840068908,T,RCS
873,0.853368408,T,RCS
874,0.995517442,T,RCS
875,0.863212246,T,RCS
876,1.103125218,T,RCS
877,1.019018483,T,RCS
878,0.78669259,T,RCS
879,0.880815264,T,RCS
88,1.352695844,T,RCS
88,38412.73987,A,RCS
880,0.904872803,T,RCS
881,0.971257185,T,RCS
882,1.133456793,T,RCS
883,0.869689013,T,RCS
884,0.810808491,T,RCS
885,0.911308386,T,RCS
886,0.905557589,T,RCS
887,1.058781141,T,RCS
888,0.914958548,T,RCS
889,0.697974581,T,RCS
89,1.501806013,T,RCS
89,41266.96175,A,RCS
890,0.850595033,T,RCS
891,0.803759507,T,RCS
892,0.86091002,T,RCS
893,0.996684499,T,RCS
894,1.043006955,T,RCS
895,1.05271192,T,RCS
896,1.003144377,T,RCS
897,1.03529755,T,RCS
898,0.78388526,T,RCS
899,0.978106965,T,RCS
9,0.493763728,T,RCS
9,32069.78445,A,RCS
90,1.020002075,T,RCS
90,39354.24942,A,RCS
900,0.840005427,T,RCS
901,0.885539385,T,RCS
902,0.951403571,T,RCS
903,1.053042898,T,RCS
904,0.86851514,T,RCS
905,1.033723016,T,RCS
906,0.900462891,T,RCS
907,0.949371844,T,RCS
908,0.828756893,T,RCS
909,0.728168964,T,RCS
91,0.754749721,T,RCS
91,40269.70273,A,RCS
910,0.761708447,T,RCS
911,0.931605167,T,RCS
912,0.87314797,T,RCS
913,0.931105913,T,RCS
914,0.891311342,T,RCS
915,0.765149092,T,RCS
916,0.841356274,T,RCS
917,0.954850434,T,RCS
918,0.89090524,T,RCS
919,1.107881473,T,RCS
92,0.727520252,T,RCS
92,41111.24561,A,RCS
920,1.107250295,T,RCS
921,1.043729762,T,RCS
922,0.958625226,T,RCS
923,1.016579798,T,RCS
924,0.825093523,T,RCS
925,1.012793919,T,RCS
926,0.986168997,T,RCS
927,0.793357926,T,RCS
928,0.964259979,T,RCS
929,0.97661839,T,RCS
93,0.670946761,T,RCS
93,40547.12545,A,RCS
930,0.907099274,T,RCS
931,0.985194011,T,RCS
932,0.967615662,T,RCS
933,0.943797053,T,RCS
934,0.963025063,T,RCS
935,0.951198004,T,RCS
936,1.05780465,T,RCS
937,1.091921899,T,RCS
938,0.964286371,T,RCS
939,0.81693746,T,RCS
94,0.805385632,T,RCS
94,38635.19526,A,RCS
940,1.144992423,T,RCS
941,0.985521157,T,RCS
942,1.060938569,T,RCS
943,1.096361845,T,RCS
944,1.074218903,T,RCS
945,0.923272908,T,RCS
946,0.77408101,T,RCS
947,0.916256436,T,RCS
948,1.107780692,T,RCS
949,0.899543364,T,RCS
95,0.733188303,T,RCS
95,40249.39052,A,RCS
950,0.841658506,T,RCS
951,0.851303033,T,RCS
952,0.844114859,T,RCS
953,0.917547812,T,RCS
954,0.850968682,T,RCS
955,0.894004437,T,RCS
956,0.921785129,T,RCS
957,0.984561588,T,RCS
958,0.919899653,T,RCS
959,1.067855918,T,RCS
96,0.671030979,T,RCS
96,38537.52048,A,RCS
960,1.058058422,T,RCS
961,0.766935777,T,RCS
962,0.92701595,T,RCS
963,0.865389971,T,RCS
964,0.991529395,T,RCS
965,0.958191662,T,RCS
966,1.083052589,T,RCS
967,0.996169301,T,RCS
968,0.795314295,T,RCS
969,1.213967128,T,RCS
97,0.8650785,T,RCS
97,39191.96274,A,RCS
970,1.087312765,T,RCS
971,0.88081705,T,RCS
972,1.253442257,T,RCS
973,1.059370138,T,RCS
974,1.085218008,T,RCS
975,1.337745164,T,RCS
976,1.142950436,T,RCS
977,1.103239617,T,RCS
978,1.154391851,T,RCS
979,0.939279569,T,RCS
98,0.941737747,T,RCS
98,40803.29497,A,RCS
980,1.078427942,T,RCS
981,1.14938474,T,RCS
982,1.3900429,T,RCS
983,1.371298476,T,RCS
984,1.168386474,T,RCS
985,0.93556516,T,RCS
986,1.25438921,T,RCS
987,1.284879064,T,RCS
988,1.23076586,T,RCS
989,1.073550694,T,RCS
99,0.870264647,T,RCS
99,41846.45681,A,RCS
990,1.171781991,T,RCS
991,1.241850573,T,RCS
992,1.25005593,T,RCS
993,1.008841376,T,RCS
994,1.043501968,T,RCS
995,0.885988725,T,RCS
996,0.878972887,T,RCS
997,0.787805068,T,RCS
998,0.87534064,T,RCS
999,0.982533519,T,RCS
220050,1,I,TA
220061,1,I,TA
0022031A,1,I,TA
220390,1,I,TA
220480,1,I,TA
0022049A,1,I,TA
220500,1,I,TA
220630,1,I,TA
0022069A,1,I,TA
0022072A,1,I,TA
220730,1,I,TA
0022076A,1,I,TA
220810,1,I,TA
0022089A,1,I,TA
0022090A,1,I,TA
0022091A,1,I,TA
0022094A,1,I,TA
0022099A,1,I,TA
0022101A,1,I,TA
0022121A,1,I,TA
0022125A,1,I,TA
0022126A,1,I,TA
0022132A,1,I,TA
221330,1,I,TA
0022146A,1,I,TA
221560,1,I,TA
221600,1,I,TA
0022162A,1,I,TA
0022168A,1,I,TA
221720,1,I,TA
0022173A,1,I,TA
0022175A,1,I,TA
221800,1,I,TA
221870,1,I,TA
221960,1,I,TA
0022198A,1,I,TA
222040,1,I,TA
0022206A,1,I,TA
222089,1,I,TA
222099,1,I,TA
230022,1,I,TA
230031,1,I,TA
230052,1,I,TA
230060,1,I,TA
230070,1,I,TA
230110,1,I,TA
230120,1,I,TA
230130,1,I,TA
230150,1,I,TA
230160,1,I,TA
230180,1,I,TA
230190,1,I,TA
230230,1,I,TA
230240,1,I,TA
230250,1,I,TA
230260,1,I,TA
230270,1,I,TA
230280,1,I,TA
230290,1,I,TA
230351,1,I,TA
230370,1,I,TA
230380,1,I,TA
230392,1,I,TA
230410,1,I,TA
230420,1,I,TA
230430,1,I,TA
230440,1,I,TA
230451,1,I,TA
230460,1,I,TA
230472,1,I,TA
230490,1,I,TA
230510,1,I,TA
230570,1,I,TA
230580,1,I,TA
230590,1,I,TA
230600,1,I,TA
230610,1,I,TA
230620,1,I,TA
230630,1,I,TA
230640,1,I,TA
230650,1,I,TA
230670,1,I,TA
230680,1,I,TA
230690,1,I,TA
230700,1,I,TA
230710,1,I,TA
230720,1,I,TA
230730,1,I,TA
230740,1,I,TA
230760,1,I,TA
230770,1,I,TA
230780,1,I,TA
230790,1,I,TA
230830,1,I,TA
230840,1,I,TA
230850,1,I,TA
230860,1,I,TA
230870,1,I,TA
230880,1,I,TA
230900,1,I,TA
230910,1,I,TA
230920,1,I,TA
230940,1,I,TA
230960,1,I,TA
230979,1,I,TA
231010,1,I,TA
231020,1,I,TA
231030,1,I,TA
231091,1,I,TA
231102,1,I,TA
231132,1,I,TA
231144,1,I,TA
231151,1,I,TA
231160,1,I,TA
231170,1,I,TA
231180,1,I,TA
231200,1,I,TA
231290,1,I,TA
231300,1,I,TA
231320,1,I,TA
231330,1,I,TA
231340,1,I,TA
0023159A,1,I,TA
231600,1,I,TA
0023162A,1,I,TA
231630,1,I,TA
231730,1,I,TA
0023176A,1,I,TA
231780,1,I,TA
231800,1,I,TA
0023181A,1,I,TA
231820,1,I,TA
0023188A,1,I,TA
231890,1,I,TA
0023195A,1,I,TA
231970,1,I,TA
231990,1,I,TA
232000,1,I,TA
0023203A,1,I,TA
240010,1,I,TA
240020,1,I,TA
240050,1,I,TA
240072,1,I,TA
240080,1,I,TA
240091,1,I,TA
240101,1,I,TA
240112,1,I,TA
240130,1,I,TA
240140,1,I,TA
240161,1,I,TA
240171,1,I,TA
240180,1,I,TA
240190,1,I,TA
240200,1,I,TA
240242,1,I,TA
240260,1,I,TA
240280,1,I,TA
240290,1,I,TA
240300,1,I,TA
240330,1,I,TA
240340,1,I,TA
240350,1,I,TA
240360,1,I,TA
240370,1,I,TA
240380,1,I,TA
240390,1,I,TA
240400,1,I,TA
240411,1,I,TA
240412,1,I,TA
240421,1,I,TA
240422,1,I,TA
240430,1,I,TA
240470,1,I,TA
240480,1,I,TA
240490,1,I,TA
240500,1,I,TA
240510,1,I,TA
240522,1,I,TA
240530,1,I,TA
240540,1,I,TA
240560,1,I,TA
240570,1,I,TA
240580,1,I,TA
240590,1,I,TA
240610,1,I,TA
240620,1,I,TA
240630,1,I,TA
240660,1,I,TA
240670,1,I,TA
240680,1,I,TA
240692,1,I,TA
240720,1,I,TA
240739,1,I,TA
240750,1,I,TA
240760,1,I,TA
240780,1,I,TA
240790,1,I,TA
240800,1,I,TA
240840,1,I,TA
240860,1,I,TA
240870,1,I,TA
240890,1,I,TA
240910,1,I,TA
240930,1,I,TA
240940,1,I,TA
240950,1,I,TA
240960,1,I,TA
240973,1,I,TA
240981,1,I,TA
240991,1,I,TA
241011,1,I,TA
241040,1,I,TA
241050,1,I,TA
241060,1,I,TA
241070,1,I,TA
241080,1,I,TA
241093,1,I,TA
241100,1,I,TA
241131,1,I,TA
241141,1,I,TA
241161,1,I,TA
241172,1,I,TA
241180,1,I,TA
0025060A,1,I,TA
0025061A,1,I,TA
250620,1,I,TA
0025089A,1,I,TA
250920,1,I,TA
250940,1,I,TA
260110,1,I,TA
260130,1,I,TA
260140,1,I,TA
260160,1,I,TA
260170,1,I,TA
260181,1,I,TA
260210,1,I,TA
260222,1,I,TA
260230,1,I,TA
260240,1,I,TA
260259,1,I,TA
260260,1,I,TA
260272,1,I,TA
260290,1,I,TA
260300,1,I,TA
260311,1,I,TA
260323,1,I,TA
260330,1,I,TA
260340,1,I,TA
260350,1,I,TA
260372,1,I,TA
260380,1,I,TA
260390,1,I,TA
260400,1,I,TA
260419,1,I,TA
260430,1,I,TA
260440,1,I,TA
260450,1,I,TA
260460,1,I,TA
260470,1,I,TA
260480,1,I,TA
260490,1,I,TA
260500,1,I,TA
260510,1,I,TA
260520,1,I,TA
260530,1,I,TA
260540,1,I,TA
260551,1,I,TA
260560,1,I,TA
260570,1,I,TA
260580,1,I,TA
260590,1,I,TA
260600,1,I,TA
260610,1,I,TA
260621,1,I,TA
260630,1,I,TA
260640,1,I,TA
260650,1,I,TA
260660,1,I,TA
260670,1,I,TA
260680,1,I,TA
260690,1,I,TA
260700,1,I,TA
260710,1,I,TA
260720,1,I,TA
260730,1,I,TA
260740,1,I,TA
260750,1,I,TA
260760,1,I,TA
260770,1,I,TA
260780,1,I,TA
260790,1,I,TA
260800,1,I,TA
260810,1,I,TA
260820,1,I,TA
260830,1,I,TA
260840,1,I,TA
260850,1,I,TA
260860,1,I,TA
260870,1,I,TA
260880,1,I,TA
260890,1,I,TA
260900,1,I,TA
260911,1,I,TA
260920,1,I,TA
260930,1,I,TA
260940,1,I,TA
260950,1,I,TA
260962,1,I,TA
260970,1,I,TA
260980,1,I,TA
260990,1,I,TA
261000,1,I,TA
261010,1,I,TA
261020,1,I,TA
261030,1,I,TA
261050,1,I,TA
261069,1,I,TA
261070,1,I,TA
261082,1,I,TA
261090,1,I,TA
261100,1,I,TA
261110,1,I,TA
261120,1,I,TA
261130,1,I,TA
261140,1,I,TA
261150,1,I,TA
261160,1,I,TA
261170,1,I,TA
261180,1,I,TA
261190,1,I,TA
261200,1,I,TA
261210,1,I,TA
261230,1,I,TA
261240,1,I,TA
261250,1,I,TA
261260,1,I,TA
261270,1,I,TA
261280,1,I,TA
261291,1,I,TA
261300,1,I,TA
261319,1,I,TA
261321,1,I,TA
261322,1,I,TA
261330,1,I,TA
261351,1,I,TA
261352,1,I,TA
261362,1,I,TA
261380,1,I,TA
261390,1,I,TA
261400,1,I,TA
261410,1,I,TA
261420,1,I,TA
261430,1,I,TA
261440,1,I,TA
261450,1,I,TA
261460,1,I,TA
261481,1,I,TA
261492,1,I,TA
261500,1,I,TA
261510,1,I,TA
261520,1,I,TA
261560,1,I,TA
261570,1,I,TA
261580,1,I,TA
261590,1,I,TA
261600,1,I,TA
261610,1,I,TA
261620,1,I,TA
261630,1,I,TA
261651,1,I,TA
261652,1,I,TA
261660,1,I,TA
261671,1,I,TA
261680,1,I,TA
261709,1,I,TA
261720,1,I,TA
261730,1,I,TA
261750,1,I,TA
262002,1,I,TA
262012,1,I,TA
262020,1,I,TA
00TA0099,1,I,TA
00TA0139,1,I,TA
00TA0179,1,I,TA
00TA0209,1,I,TA
00TA0219,1,I,TA
00TA0229,1,I,TA
00TB0019,1,I,TA
00TB0029,1,I,TA
00TB0039,1,I,TA
00TB0049,1,I,TA
00TB0059,1,I,TA
00TB0069,1,I,TA
00TB0089,1,I,TA
00TB0099,1,I,TA
00TB0109,1,I,TA
00TB0119,1,I,TA
00TB0129,1,I,TA
00TB0139,1,I,TA
00TB0149,1,I,TA
00TB0159,1,I,TA
00TB0169,1,I,TA
00TB0189,1,I,TA
00TB0199,1,I,TA
00TB0209,1,I,TA
00TB0219,1,I,TA
00TB0229,1,I,TA
00TB0239,1,I,TA
00TB0249,1,I,TA
00TB0269,1,I,TA
00TB0279,1,I,TA
00TB0289,1,I,TA
00TB0329,1,I,TA
00TB0339,1,I,TA
00TB0359,1,I,TA
00TB0369,1,I,TA
00TB0379,1,I,TA
00TB040Z,1,I,TA
00TB041Z,1,I,TA
00TB043Z,1,I,TA
00TB045Z,1,I,TA
00TB046Z,1,I,TA
00TB047Z,1,I,TA
00TB048Z,1,I,TA
00TB049Z,1,I,TA
00TB050Z,1,I,TA
00TB052Z,1,I,TA
00TB053Z,1,I,TA
00TB055Z,1,I,TA
00TB056Z,1,I,TA
00TB058Z,1,I,TA
00TB060Z,1,I,TA
00TB062Z,1,I,TA
00TB063Z,1,I,TA
00TB064Z,1,I,TA
00TB065Z,1,I,TA
00TB066Z,1,I,TA
00TB069Z,1,I,TA
00TB070Z,1,I,TA
00TB071Z,1,I,TA
00TB073Z,1,I,TA
00TB080Z,1,I,TA
00TB081Z,1,I,TA
00TB084Z,1,I,TA
00TB085Z,1,I,TA
00TB091Z,1,I,TA
00TB093Z,1,I,TA
00tb097a,1,I,TA
