id,effect,type,model
220050,1,I,RCS
220061,1,I,RCS
0022031A,1,I,RCS
220390,1,I,RCS
220480,1,I,RCS
0022049A,1,I,RCS
220500,1,I,RCS
220630,1,I,RCS
0022069A,1,I,RCS
0022072A,1,I,RCS
220730,1,I,RCS
0022076A,1,I,RCS
220810,1,I,RCS
0022089A,1,I,RCS
0022090A,1,I,RCS
0022091A,1,I,RCS
0022094A,1,I,RCS
0022099A,1,I,RCS
0022101A,1,I,RCS
0022121A,1,I,RCS
0022125A,1,I,RCS
0022126A,1,I,RCS
0022132A,1,I,RCS
221330,1,I,RCS
0022146A,1,I,RCS
221560,1,I,RCS
221600,1,I,RCS
0022162A,1,I,RCS
0022168A,1,I,RCS
221720,1,I,RCS
0022173A,1,I,RCS
0022175A,1,I,RCS
221800,1,I,RCS
221870,1,I,RCS
221960,1,I,RCS
0022198A,1,I,RCS
222040,1,I,RCS
0022206A,1,I,RCS
222089,1,I,RCS
222099,1,I,RCS
230022,1,I,RCS
230031,1,I,RCS
230052,1,I,RCS
230060,1,I,RCS
230070,1,I,RCS
230110,1,I,RCS
230120,1,I,RCS
230130,1,I,RCS
230150,1,I,RCS
230160,1,I,RCS
230180,1,I,RCS
230190,1,I,RCS
230230,1,I,RCS
230240,1,I,RCS
230250,1,I,RCS
230260,1,I,RCS
230270,1,I,RCS
230280,1,I,RCS
230290,1,I,RCS
230351,1,I,RCS
230370,1,I,RCS
230380,1,I,RCS
230392,1,I,RCS
230410,1,I,RCS
230420,1,I,RCS
230430,1,I,RCS
230440,1,I,RCS
230451,1,I,RCS
230460,1,I,RCS
230472,1,I,RCS
230490,1,I,RCS
230510,1,I,RCS
230570,1,I,RCS
230580,1,I,RCS
230590,1,I,RCS
230600,1,I,RCS
230610,1,I,RCS
230620,1,I,RCS
230630,1,I,RCS
230640,1,I,RCS
230650,1,I,RCS
230670,1,I,RCS
230680,1,I,RCS
230690,1,I,RCS
230700,1,I,RCS
230710,1,I,RCS
230720,1,I,RCS
230730,1,I,RCS
230740,1,I,RCS
230760,1,I,RCS
230770,1,I,RCS
230780,1,I,RCS
230790,1,I,RCS
230830,1,I,RCS
230840,1,I,RCS
230850,1,I,RCS
230860,1,I,RCS
230870,1,I,RCS
230880,1,I,RCS
230900,1,I,RCS
230910,1,I,RCS
230920,1,I,RCS
230940,1,I,RCS
230960,1,I,RCS
230979,1,I,RCS
231010,1,I,RCS
231020,1,I,RCS
231030,1,I,RCS
231091,1,I,RCS
231102,1,I,RCS
231132,1,I,RCS
231144,1,I,RCS
231151,1,I,RCS
231160,1,I,RCS
231170,1,I,RCS
231180,1,I,RCS
231200,1,I,RCS
231290,1,I,RCS
231300,1,I,RCS
231320,1,I,RCS
231330,1,I,RCS
231340,1,I,RCS
0023159A,1,I,RCS
231600,1,I,RCS
0023162A,1,I,RCS
231630,1,I,RCS
231730,1,I,RCS
0023176A,1,I,RCS
231780,1,I,RCS
231800,1,I,RCS
0023181A,1,I,RCS
231820,1,I,RCS
0023188A,1,I,RCS
231890,1,I,RCS
0023195A,1,I,RCS
231970,1,I,RCS
231990,1,I,RCS
232000,1,I,RCS
0023203A,1,I,RCS
240010,1,I,RCS
240020,1,I,RCS
240050,1,I,RCS
240072,1,I,RCS
240080,1,I,RCS
240091,1,I,RCS
240101,1,I,RCS
240112,1,I,RCS
240130,1,I,RCS
240140,1,I,RCS
240161,1,I,RCS
240171,1,I,RCS
240180,1,I,RCS
240190,1,I,RCS
240200,1,I,RCS
240242,1,I,RCS
240260,1,I,RCS
240280,1,I,RCS
240290,1,I,RCS
240300,1,I,RCS
240330,1,I,RCS
240340,1,I,RCS
240350,1,I,RCS
240360,1,I,RCS
240370,1,I,RCS
240380,1,I,RCS
240390,1,I,RCS
240400,1,I,RCS
240411,1,I,RCS
240412,1,I,RCS
240421,1,I,RCS
240422,1,I,RCS
240430,1,I,RCS
240470,1,I,RCS
240480,1,I,RCS
240490,1,I,RCS
240500,1,I,RCS
240510,1,I,RCS
240522,1,I,RCS
240530,1,I,RCS
240540,1,I,RCS
240560,1,I,RCS
240570,1,I,RCS
240580,1,I,RCS
240590,1,I,RCS
240610,1,I,RCS
240620,1,I,RCS
240630,1,I,RCS
240660,1,I,RCS
240670,1,I,RCS
240680,1,I,RCS
240692,1,I,RCS
240720,1,I,RCS
240739,1,I,RCS
240750,1,I,RCS
240760,1,I,RCS
240780,1,I,RCS
240790,1,I,RCS
240800,1,I,RCS
240840,1,I,RCS
240860,1,I,RCS
240870,1,I,RCS
240890,1,I,RCS
240910,1,I,RCS
240930,1,I,RCS
240940,1,I,RCS
240950,1,I,RCS
240960,1,I,RCS
240973,1,I,RCS
240981,1,I,RCS
240991,1,I,RCS
241011,1,I,RCS
241040,1,I,RCS
241050,1,I,RCS
241060,1,I,RCS
241070,1,I,RCS
241080,1,I,RCS
241093,1,I,RCS
241100,1,I,RCS
241131,1,I,RCS
241141,1,I,RCS
241161,1,I,RCS
241172,1,I,RCS
241180,1,I,RCS
0025060A,1,I,RCS
0025061A,1,I,RCS
250620,1,I,RCS
0025089A,1,I,RCS
250920,1,I,RCS
250940,1,I,RCS
260110,1,I,RCS
260130,1,I,RCS
260140,1,I,RCS
260160,1,I,RCS
260170,1,I,RCS
260181,1,I,RCS
260210,1,I,RCS
260222,1,I,RCS
260230,1,I,RCS
260240,1,I,RCS
260259,1,I,RCS
260260,1,I,RCS
260272,1,I,RCS
260290,1,I,RCS
260300,1,I,RCS
260311,1,I,RCS
260323,1,I,RCS
260330,1,I,RCS
260340,1,I,RCS
260350,1,I,RCS
260372,1,I,RCS
260380,1,I,RCS
260390,1,I,RCS
260400,1,I,RCS
260419,1,I,RCS
260430,1,I,RCS
260440,1,I,RCS
260450,1,I,RCS
260460,1,I,RCS
260470,1,I,RCS
260480,1,I,RCS
260490,1,I,RCS
260500,1,I,RCS
260510,1,I,RCS
260520,1,I,RCS
260530,1,I,RCS
260540,1,I,RCS
260551,1,I,RCS
260560,1,I,RCS
260570,1,I,RCS
260580,1,I,RCS
260590,1,I,RCS
260600,1,I,RCS
260610,1,I,RCS
260621,1,I,RCS
260630,1,I,RCS
260640,1,I,RCS
260650,1,I,RCS
260660,1,I,RCS
260670,1,I,RCS
260680,1,I,RCS
260690,1,I,RCS
260700,1,I,RCS
260710,1,I,RCS
260720,1,I,RCS
260730,1,I,RCS
260740,1,I,RCS
260750,1,I,RCS
260760,1,I,RCS
260770,1,I,RCS
260780,1,I,RCS
260790,1,I,RCS
260800,1,I,RCS
260810,1,I,RCS
260820,1,I,RCS
260830,1,I,RCS
260840,1,I,RCS
260850,1,I,RCS
260860,1,I,RCS
260870,1,I,RCS
260880,1,I,RCS
260890,1,I,RCS
260900,1,I,RCS
260911,1,I,RCS
260920,1,I,RCS
260930,1,I,RCS
260940,1,I,RCS
260950,1,I,RCS
260962,1,I,RCS
260970,1,I,RCS
260980,1,I,RCS
260990,1,I,RCS
261000,1,I,RCS
261010,1,I,RCS
261020,1,I,RCS
261030,1,I,RCS
261050,1,I,RCS
261069,1,I,RCS
261070,1,I,RCS
261082,1,I,RCS
261090,1,I,RCS
261100,1,I,RCS
261110,1,I,RCS
261120,1,I,RCS
261130,1,I,RCS
261140,1,I,RCS
261150,1,I,RCS
261160,1,I,RCS
261170,1,I,RCS
261180,1,I,RCS
261190,1,I,RCS
261200,1,I,RCS
261210,1,I,RCS
261230,1,I,RCS
261240,1,I,RCS
261250,1,I,RCS
261260,1,I,RCS
261270,1,I,RCS
261280,1,I,RCS
261291,1,I,RCS
261300,1,I,RCS
261319,1,I,RCS
261321,1,I,RCS
261322,1,I,RCS
261330,1,I,RCS
261351,1,I,RCS
261352,1,I,RCS
261362,1,I,RCS
261380,1,I,RCS
261390,1,I,RCS
261400,1,I,RCS
261410,1,I,RCS
261420,1,I,RCS
261430,1,I,RCS
261440,1,I,RCS
261450,1,I,RCS
261460,1,I,RCS
261481,1,I,RCS
261492,1,I,RCS
261500,1,I,RCS
261510,1,I,RCS
261520,1,I,RCS
261560,1,I,RCS
261570,1,I,RCS
261580,1,I,RCS
261590,1,I,RCS
261600,1,I,RCS
261610,1,I,RCS
261620,1,I,RCS
261630,1,I,RCS
261651,1,I,RCS
261652,1,I,RCS
261660,1,I,RCS
261671,1,I,RCS
261680,1,I,RCS
261709,1,I,RCS
261720,1,I,RCS
261730,1,I,RCS
261750,1,I,RCS
262002,1,I,RCS
262012,1,I,RCS
262020,1,I,RCS
00TA0099,1,I,RCS
00TA0139,1,I,RCS
00TA0179,1,I,RCS
00TA0209,1,I,RCS
00TA0219,1,I,RCS
00TA0229,1,I,RCS
00TB0019,1,I,RCS
00TB0029,1,I,RCS
00TB0039,1,I,RCS
00TB0049,1,I,RCS
00TB0059,1,I,RCS
00TB0069,1,I,RCS
00TB0089,1,I,RCS
00TB0099,1,I,RCS
00TB0109,1,I,RCS
00TB0119,1,I,RCS
00TB0129,1,I,RCS
00TB0139,1,I,RCS
00TB0149,1,I,RCS
00TB0159,1,I,RCS
00TB0169,1,I,RCS
00TB0189,1,I,RCS
00TB0199,1,I,RCS
00TB0209,1,I,RCS
00TB0219,1,I,RCS
00TB0229,1,I,RCS
00TB0239,1,I,RCS
00TB0249,1,I,RCS
00TB0269,1,I,RCS
00TB0279,1,I,RCS
00TB0289,1,I,RCS
00TB0329,1,I,RCS
00TB0339,1,I,RCS
00TB0359,1,I,RCS
00TB0369,1,I,RCS
00TB0379,1,I,RCS
00TB040Z,1,I,RCS
00TB041Z,1,I,RCS
00TB043Z,1,I,RCS
00TB045Z,1,I,RCS
00TB046Z,1,I,RCS
00TB047Z,1,I,RCS
00TB048Z,1,I,RCS
00TB049Z,1,I,RCS
00TB050Z,1,I,RCS
00TB052Z,1,I,RCS
00TB053Z,1,I,RCS
00TB055Z,1,I,RCS
00TB056Z,1,I,RCS
00TB058Z,1,I,RCS
00TB060Z,1,I,RCS
00TB062Z,1,I,RCS
00TB063Z,1,I,RCS
00TB064Z,1,I,RCS
00TB065Z,1,I,RCS
00TB066Z,1,I,RCS
00TB069Z,1,I,RCS
00TB070Z,1,I,RCS
00TB071Z,1,I,RCS
00TB073Z,1,I,RCS
00TB080Z,1,I,RCS
00TB081Z,1,I,RCS
00TB084Z,1,I,RCS
00TB085Z,1,I,RCS
00TB091Z,1,I,RCS
00TB093Z,1,I,RCS
00tb097a,1,I,RCS
00TB112Z,1,I,RCS
00TB113Z,1,I,RCS
00TB114Z,1,I,RCS
00TB116Z,1,I,RCS
00TB119Z,1,I,RCS
00TB121Z,1,I,RCS
00TB122A,1,I,RCS
00TB123Z,1,I,RCS
00TB127Z,1,I,RCS
00TB128Z,1,I,RCS
00TB130Z,1,I,RCS
00TB133X,1,I,RCS
00TB134X,1,I,RCS
00TB135X,1,I,RCS
00tb136a,1,I,RCS
00TB137A,1,I,RCS
00tb138a,1,I,RCS
00TB139X,1,I,RCS
00tb141a,1,I,RCS
00TB142X,1,I,RCS
00TB143A,1,I,RCS
00TB144X,1,I,RCS
00tb145a,1,I,RCS
00TB146X,1,I,RCS
00TB147A,1,I,RCS
00TB148X,1,I,RCS
00TB150X,1,I,RCS
00TB153X,1,I,RCS
00TB154X,1,I,RCS
00tb155a,1,I,RCS
00TB156X,1,I,RCS
00TB158X,1,I,RCS
00TB161X,1,I,RCS
00TB239X,1,I,RCS
00TD0050,1,I,RCS
00TD0060,1,I,RCS
00TD0089,1,I,RCS
00TE0039,1,I,RCS
00TE0079,1,I,RCS
00TE0089,1,I,RCS
00TE0109,1,I,RCS
00TE0199,1,I,RCS
00TE0209,1,I,RCS
00TE0219,1,I,RCS
00TE0229,1,I,RCS
00TE0239,1,I,RCS
00TE0269,1,I,RCS
00TE0279,1,I,RCS
00TE0289,1,I,RCS
00TE0309,1,I,RCS
00TE0329,1,I,RCS
00TE0359,1,I,RCS
00TE0379,1,I,RCS
00TE0449,1,I,RCS
00TE0519,1,I,RCS
00TE0579,1,I,RCS
00TE0619,1,I,RCS
00TE0689,1,I,RCS
00TE0699,1,I,RCS
00TE0719,1,I,RCS
00TE0739,1,I,RCS
00TE0769,1,I,RCS
00TE0799,1,I,RCS
00TE0809,1,I,RCS
00TE0829,1,I,RCS
00TE0859,1,I,RCS
00TE0869,1,I,RCS
00TE0939,1,I,RCS
00TE0959,1,I,RCS
00TE0989,1,I,RCS
00TE1049,1,I,RCS
00TE1059,1,I,RCS
00TN0019,1,I,RCS
00TN0029,1,I,RCS
00TN0039,1,I,RCS
00TN0049,1,I,RCS
00TN0059,1,I,RCS
00TN0069,1,I,RCS
00TN0079,1,I,RCS
00TN0089,1,I,RCS
00TN0099,1,I,RCS
00TN0109,1,I,RCS
00TN0119,1,I,RCS
00TN0129,1,I,RCS
00TN0139,1,I,RCS
00TN0149,1,I,RCS
00TN0170,1,I,RCS
00TN0189,1,I,RCS
00TN0199,1,I,RCS
00TN0209,1,I,RCS
00TN0239,1,I,RCS
00TN0249,1,I,RCS
00TN0889,1,I,RCS
00TN1069,1,I,RCS
00TN1089,1,I,RCS
00TN1099,1,I,RCS
00TN1109,1,I,RCS
00TN1149,1,I,RCS
AS31001Z,1,I,RCS
AS31003Z,1,I,RCS
AS31013Z,1,I,RCS
AS31020Z,1,I,RCS
AS31040Z,1,I,RCS
AS31041A,1,I,RCS
AS31042Z,1,I,RCS
BC00001Z,1,I,RCS
BC00002Z,1,I,RCS
BC00004Z,1,I,RCS
BC00005Z,1,I,RCS
BC00006Z,1,I,RCS
BC00007Z,1,I,RCS
BC00011Z,1,I,RCS
BC00012Z,1,I,RCS
BC00013Z,1,I,RCS
BC00014Z,1,I,RCS
BC00016Z,1,I,RCS
BC00017Z,1,I,RCS
BC00018Z,1,I,RCS
BC00020Z,1,I,RCS
BC00021Z,1,I,RCS
BC00022Z,1,I,RCS
BC00025Z,1,I,RCS
BC00026Z,1,I,RCS
BC00028Z,1,I,RCS
BC00029Z,1,I,RCS
BC00030Z,1,I,RCS
BC00032Z,1,I,RCS
BC00037Z,1,I,RCS
BC00041Z,1,I,RCS
BC00042Z,1,I,RCS
BC00043Z,1,I,RCS
BC00045Z,1,I,RCS
BC00046Z,1,I,RCS
BC00047Z,1,I,RCS
BC00048Z,1,I,RCS
BC00049Z,1,I,RCS
TORN001,1,I,RCS
TORN002,1,I,RCS
TORN003,1,I,RCS
TORN004,1,I,RCS
TORN005,1,I,RCS
TORN006,1,I,RCS
TORN007,1,I,RCS
TORN008,1,I,RCS
TORN009,1,I,RCS
TORN010,1,I,RCS
TORN011,1,I,RCS
TORN012,1,I,RCS
TORN013,1,I,RCS
TORN014,1,I,RCS
TORN051,1,I,RCS
TORN052,1,I,RCS
TORN053,1,I,RCS
TORN054,1,I,RCS
TORN055,1,I,RCS
TORN061,1,I,RCS
TORN062,1,I,RCS
TORN063,1,I,RCS
TORN064,1,I,RCS
TORN065,1,I,RCS
TORN101,1,I,RCS
TORN201,1,I,RCS
TORN202,1,I,RCS
TORN203,1,I,RCS
TORN204,1,I,RCS
TORN205,1,I,RCS
TORN206,1,I,RCS
TORN207,1,I,RCS
TORN208,1,I,RCS
TORN209,1,I,RCS
TORN210,1,I,RCS
TORN221,1,I,RCS
TORN222,1,I,RCS
TORN223,1,I,RCS
TORN225,1,I,RCS
TORN227,1,I,RCS
TORN229,1,I,RCS
TORN230,1,I,RCS
TORN231,1,I,RCS
TORN232,1,I,RCS
TORN234,1,I,RCS
TORN235,1,I,RCS
TORN236,1,I,RCS
TORN237,1,I,RCS
TORN238,1,I,RCS
TORN239,1,I,RCS
TORN240,1,I,RCS
TORN241,1,I,RCS
TORN242,1,I,RCS
TORN243,1,I,RCS
TORN244,1,I,RCS
TORN245,1,I,RCS
TORN246,1,I,RCS
TORN247,1,I,RCS
TORN248,1,I,RCS
TORN250,1,I,RCS
TORN251,1,I,RCS
TORN252,1,I,RCS
TORN253,1,I,RCS
TORN254,1,I,RCS
TORN258,1,I,RCS
-1,0.863974141,T,RCS
-10,0.771506291,T,RCS
-11,1.076753356,T,RCS
-12,2.042518965,T,RCS
-13,0.702182946,T,RCS
-14,1.046353241,T,RCS
-15,1.572705526,T,RCS
-16,1.39716164,T,RCS
-17,1.554547517,T,RCS
-18,1.766071411,T,RCS
-19,0.605643313,T,RCS
-2,0.821960652,T,RCS
-20,1.92923417,T,RCS
-21,2.163493675,T,RCS
-22,2.206550345,T,RCS
-23,1.604380972,T,RCS
-24,1.187152478,T,RCS
-25,1.222565029,T,RCS
-26,1.356779118,T,RCS
-27,1.291882108,T,RCS
-28,1.014925797,T,RCS
-29,0.628559783,T,RCS
-3,0.577464424,T,RCS
-30,0.345077371,T,RCS
-31,2.264011239,T,RCS
-32,2.26018918,T,RCS
-33,2.053745966,T,RCS
-34,2.376878996,T,RCS
-35,2.411875541,T,RCS
-36,0.422402575,T,RCS
-37,0.48953562,T,RCS
-38,1.657473798,T,RCS
-4,0.90617546,T,RCS
-5,1.015110675,T,RCS
-6,1.112715636,T,RCS
-7,1.162211247,T,RCS
-8,1.241899712,T,RCS
-9,1.789265337,T,RCS
0,1.036606751,T,RCS
1,1.145723921,T,RCS
10,0.711024934,T,RCS
10,31520.07191,A,RCS
100,1.140621361,T,RCS
100,39940.50351,A,RCS
1000,0.903407011,T,RCS
1001,1.031796575,T,RCS
1002,1.006309009,T,RCS
1003,1.09110615,T,RCS
1004,1.044152029,T,RCS
1005,1.106217521,T,RCS
1006,1.007730409,T,RCS
1007,1.026955805,T,RCS
1008,1.001757817,T,RCS
1009,0.874332783,T,RCS
101,1.150855426,T,RCS
101,39204.84698,A,RCS
1010,1.039189767,T,RCS
1011,0.926526619,T,RCS
1012,0.979473533,T,RCS
1013,1.213703074,T,RCS
1014,1.048408741,T,RCS
1015,1.129243057,T,RCS
1016,1.388446514,T,RCS
1017,1.205911415,T,RCS
1018,1.034838065,T,RCS
1019,0.909958726,T,RCS
102,0.971788963,T,RCS
102,38940.60774,A,RCS
1020,0.977731883,T,RCS
1021,1.289932475,T,RCS
1022,0.983693381,T,RCS
1023,1.062951,T,RCS
1024,0.911738326,T,RCS
1025,1.024723839,T,RCS
1026,1.051727417,T,RCS
1027,0.8360162,T,RCS
1028,1.062547661,T,RCS
1029,1.041183554,T,RCS
103,0.842541072,T,RCS
103,39249.79866,A,RCS
1030,1.018820868,T,RCS
1031,1.044076246,T,RCS
1032,1.292210403,T,RCS
1033,1.068766316,T,RCS
1034,1.163053183,T,RCS
1035,0.906777838,T,RCS
1036,1.100327453,T,RCS
1037,0.92493404,T,RCS
1038,1.089327799,T,RCS
1039,1.041084043,T,RCS
104,0.78965049,T,RCS
104,37390.3271,A,RCS
1040,1.116263618,T,RCS
1041,1.041829469,T,RCS
1042,1.299212431,T,RCS
1043,1.227773992,T,RCS
1044,1.046311684,T,RCS
1045,1.155085284,T,RCS
1046,1.002385643,T,RCS
1047,1.124681879,T,RCS
1048,1.03634885,T,RCS
1049,1.194768818,T,RCS
105,0.931280926,T,RCS
105,39758.29844,A,RCS
1050,1.15699406,T,RCS
1051,0.975620966,T,RCS
1052,1.217932934,T,RCS
1053,0.994680421,T,RCS
1054,0.929243618,T,RCS
1055,0.829995097,T,RCS
1056,0.955638793,T,RCS
1057,0.974212056,T,RCS
1058,0.993299514,T,RCS
1059,1.083334658,T,RCS
106,1.043793165,T,RCS
106,39010.89698,A,RCS
1060,0.933475628,T,RCS
1061,0.987968934,T,RCS
1062,0.990321707,T,RCS
1063,1.051545931,T,RCS
1064,0.988505178,T,RCS
1065,0.891713532,T,RCS
1066,1.021718913,T,RCS
1067,1.144622526,T,RCS
1068,1.23001206,T,RCS
1069,1.023413046,T,RCS
107,1.100835145,T,RCS
107,40384.23489,A,RCS
1070,1.189668396,T,RCS
1071,1.101135882,T,RCS
1072,1.084084158,T,RCS
1073,1.042665505,T,RCS
1074,1.101022691,T,RCS
1075,1.069960125,T,RCS
1076,1.067784155,T,RCS
1077,0.892190126,T,RCS
1078,0.973727986,T,RCS
1079,0.879931457,T,RCS
108,0.947077633,T,RCS
108,40313.62043,A,RCS
1080,0.805647839,T,RCS
1081,0.85856425,T,RCS
1082,0.949229113,T,RCS
1083,1.006204609,T,RCS
1084,0.836600492,T,RCS
1085,1.005367756,T,RCS
1086,1.220584354,T,RCS
1087,0.905293351,T,RCS
1088,1.16105401,T,RCS
1089,1.046929841,T,RCS
109,0.925857924,T,RCS
109,40052.84133,A,RCS
1090,1.028185459,T,RCS
1091,1.03804984,T,RCS
1092,1.007770755,T,RCS
1093,1.243534486,T,RCS
1094,1.03938301,T,RCS
1095,0.977837345,T,RCS
1096,0.946362281,T,RCS
1097,1.138534648,T,RCS
1098,0.981624865,T,RCS
1099,1.086153394,T,RCS
11,1.357572612,T,RCS
11,30631.52436,A,RCS
110,0.841086944,T,RCS
110,39141.25794,A,RCS
1100,1.003912851,T,RCS
1101,0.968990003,T,RCS
1102,1.214535525,T,RCS
1103,1.121216403,T,RCS
1104,1.292885557,T,RCS
1105,0.968392346,T,RCS
1106,1.070916013,T,RCS
1107,0.978258969,T,RCS
1108,0.96164638,T,RCS
1109,1.19865264,T,RCS
111,0.829962727,T,RCS
111,39050.11357,A,RCS
1110,0.848884114,T,RCS
1111,0.895043397,T,RCS
1112,1.239140019,T,RCS
1113,1.148585235,T,RCS
1114,1.113118894,T,RCS
1115,0.927329966,T,RCS
1116,1.18664766,T,RCS
1117,0.928811609,T,RCS
1118,0.826986477,T,RCS
1119,0.979931387,T,RCS
112,0.927218277,T,RCS
112,36648.79299,A,RCS
1120,0.886188793,T,RCS
1121,0.913496346,T,RCS
1122,0.883006644,T,RCS
1123,0.986426232,T,RCS
1124,1.180183614,T,RCS
1125,0.859387711,T,RCS
1126,0.909811761,T,RCS
1127,1.004187673,T,RCS
1128,0.786956787,T,RCS
1129,0.945059963,T,RCS
113,0.619175187,T,RCS
113,38198.41881,A,RCS
1130,0.74882116,T,RCS
1131,0.995695256,T,RCS
1132,1.105838275,T,RCS
1133,0.896069824,T,RCS
1134,0.794666607,T,RCS
1135,1.036214422,T,RCS
1136,1.058078251,T,RCS
1137,0.955741289,T,RCS
1138,0.770973209,T,RCS
1139,0.645116951,T,RCS
114,0.921356286,T,RCS
114,40383.32288,A,RCS
1140,0.949191436,T,RCS
1141,0.999036065,T,RCS
1142,1.01257331,T,RCS
1143,1.02984207,T,RCS
1144,0.932865704,T,RCS
1145,0.828575752,T,RCS
1146,0.972509609,T,RCS
1147,0.843033199,T,RCS
1148,1.034176695,T,RCS
1149,1.038282411,T,RCS
115,1.007858444,T,RCS
115,40021.60479,A,RCS
1150,0.806956382,T,RCS
1151,0.755935775,T,RCS
1152,0.823236968,T,RCS
1153,1.022342455,T,RCS
1154,0.731632841,T,RCS
1155,1.0157279,T,RCS
1156,0.90614204,T,RCS
1157,0.969649815,T,RCS
1158,1.017442276,T,RCS
1159,0.885484802,T,RCS
116,0.84137856,T,RCS
116,41016.25392,A,RCS
1160,1.235132728,T,RCS
1161,1.327812121,T,RCS
1162,1.313225443,T,RCS
1163,0.951504966,T,RCS
1164,1.026649532,T,RCS
1165,1.032188426,T,RCS
1166,0.953536795,T,RCS
1167,0.676749796,T,RCS
1168,0.905095803,T,RCS
1169,1.058336745,T,RCS
117,0.786052503,T,RCS
117,40058.31396,A,RCS
1170,0.966795344,T,RCS
1171,1.028631848,T,RCS
1172,1.020514937,T,RCS
1173,1.10173359,T,RCS
1174,0.988932017,T,RCS
1175,1.33959641,T,RCS
1176,1.043221398,T,RCS
1177,1.093494142,T,RCS
1178,0.868827046,T,RCS
1179,0.654627987,T,RCS
118,0.735072611,T,RCS
118,40102.84676,A,RCS
1180,0.772356298,T,RCS
1181,1.017149115,T,RCS
1182,0.675726037,T,RCS
1183,1.004923722,T,RCS
1184,0.858308342,T,RCS
1185,0.992856631,T,RCS
1186,1.022160754,T,RCS
1187,1.021439054,T,RCS
1188,0.722246471,T,RCS
1189,1.200194514,T,RCS
119,0.892332944,T,RCS
119,41108.87581,A,RCS
1190,1.249289225,T,RCS
1191,0.962130072,T,RCS
1192,1.133378846,T,RCS
1193,1.204426415,T,RCS
1194,0.81674082,T,RCS
1195,0.916965317,T,RCS
1196,0.954843998,T,RCS
1197,0.922305222,T,RCS
1198,0.61893319,T,RCS
1199,0.969309409,T,RCS
12,0.748411841,T,RCS
12,30341.57092,A,RCS
120,1.245812535,T,RCS
120,37635.91518,A,RCS
1200,0.891101607,T,RCS
1201,0.783828704,T,RCS
1202,0.733341474,T,RCS
1203,0.905602044,T,RCS
1204,0.822510689,T,RCS
1205,0.865805466,T,RCS
1206,0.851898547,T,RCS
1207,0.916602862,T,RCS
1208,0.805900695,T,RCS
1209,0.868902355,T,RCS
121,1.040070436,T,RCS
121,39660.25307,A,RCS
1210,0.726552015,T,RCS
1211,1.025687267,T,RCS
1212,1.271552474,T,RCS
1213,0.86838628,T,RCS
1214,1.12569986,T,RCS
1215,0.761172962,T,RCS
1216,1.088997706,T,RCS
1217,1.293542474,T,RCS
1218,1.274075809,T,RCS
1219,1.31820239,T,RCS
122,1.122105917,T,RCS
122,39704.76016,A,RCS
1220,1.098511662,T,RCS
1221,1.195382791,T,RCS
1222,1.30189676,T,RCS
1223,1.249324298,T,RCS
1224,1.287487698,T,RCS
1225,1.189821643,T,RCS
1226,1.094783517,T,RCS
1227,1.220332724,T,RCS
1228,1.251015459,T,RCS
1229,0.970767874,T,RCS
123,1.063037931,T,RCS
123,41875.87588,A,RCS
1230,1.209237184,T,RCS
1231,0.93543744,T,RCS
1232,0.987006381,T,RCS
1233,1.194097634,T,RCS
1234,1.187512463,T,RCS
1235,1.152156482,T,RCS
1236,1.258999289,T,RCS
1237,1.354371344,T,RCS
1238,1.147703229,T,RCS
1239,0.948129669,T,RCS
124,0.764209448,T,RCS
124,40738.11663,A,RCS
1240,1.086348628,T,RCS
1241,0.807213414,T,RCS
1242,0.704168586,T,RCS
1243,0.719590899,T,RCS
1244,1.03697686,T,RCS
1245,0.933517544,T,RCS
1246,0.960760047,T,RCS
1247,0.885274819,T,RCS
1248,0.917768478,T,RCS
1249,0.976931332,T,RCS
125,0.809182352,T,RCS
125,40185.40244,A,RCS
1250,0.966515816,T,RCS
1251,1.110538526,T,RCS
1252,0.854796655,T,RCS
1253,1.563717073,T,RCS
1254,1.415783461,T,RCS
1255,1.152251238,T,RCS
1256,1.203687558,T,RCS
1257,1.186370238,T,RCS
1258,1.115045071,T,RCS
1259,1.058651104,T,RCS
126,1.386187841,T,RCS
126,42485.67032,A,RCS
1260,0.834947266,T,RCS
1261,1.034698411,T,RCS
1262,0.927120112,T,RCS
1263,0.803496444,T,RCS
1264,1.147573099,T,RCS
1265,1.003045395,T,RCS
1266,1.154531913,T,RCS
1267,0.999276666,T,RCS
1268,0.849200796,T,RCS
1269,1.230305755,T,RCS
127,1.185110272,T,RCS
127,40843.75502,A,RCS
1270,1.222361455,T,RCS
1271,1.215091363,T,RCS
1272,1.083194391,T,RCS
1273,1.093912206,T,RCS
1274,1.016363383,T,RCS
1275,1.080729254,T,RCS
1276,1.108290677,T,RCS
1277,0.812890373,T,RCS
1278,0.976436819,T,RCS
1279,1.213201805,T,RCS
128,1.169804579,T,RCS
128,38468.03145,A,RCS
1280,0.74863326,T,RCS
1281,0.807553974,T,RCS
1282,0.636859993,T,RCS
1283,0.924271065,T,RCS
1284,0.946527352,T,RCS
1285,1.030144987,T,RCS
1286,0.969720908,T,RCS
1287,0.759043793,T,RCS
1288,0.833683913,T,RCS
1289,0.710360223,T,RCS
129,1.031864491,T,RCS
129,39535.77524,A,RCS
1290,0.814066413,T,RCS
1291,0.892123437,T,RCS
1292,0.87139743,T,RCS
1293,0.739390991,T,RCS
1294,0.803760961,T,RCS
1295,0.947295954,T,RCS
