"","X","X.1","file","n","k","sigma","tss","rss","llh","Rsq","adj.Rsq","AIC","AICc","BIC","form","error","I","T","A","dAIC","dAICc","dBIC","wAIC","wAICc","wBIC","sigma_choice","Rsq_choice","adj.Rsq_choice","llh_choice","AIC_choice","AICc_choice","BIC_choice","sigma_best","Rsq_best","adj.Rsq_best","wAIC_best","wAICc_best","wBIC_best"
"2300",2470,2470,"cana269.rwl",7801,477,0.556762922947142,3215.20361642798,2417.88262847543,-6500.25094040112,0.247984601621702,0.199109761421256,13954.5018808022,14016.77308113,17275.3793197759,"multiplicative","lnorm",FALSE,TRUE,FALSE,14992.1470301679,14909.4135674453,16857.151467396,0,0,0,2,1,1,2,2,10,14,0.204635996212347,0.95888286378407,0.95426217021046,0.999999999999992,0.999999924734733,1
"2301",2470,2470,"cana269.rwl",7801,64,15.783295417799,31526517.3859762,1943076.83111501,-32591.2250535941,0.938366905315735,0.937865046072474,65310.4501071881,65311.5255983981,65756.0185686018,"additive","norm",TRUE,FALSE,FALSE,66348.0952565539,66204.1660847134,65337.7907162219,0,0,0,2,1,1,2,2,10,14,0.204635996212347,0.95888286378407,0.95426217021046,0.999999999999992,0.999999924734733,1
"2302",2470,2470,"cana269.rwl",7801,64,0.239588863412014,3215.20361642798,447.742023074272,77.6703045168815,0.860742249484123,0.859608316657123,-27.340609033763,-26.2651178238354,418.227852379889,"multiplicative","lnorm",TRUE,FALSE,FALSE,1010.30454033195,866.375368491461,0,4.12246090760061e-220,7.39569633648975e-189,1,2,1,1,2,2,10,14,0.204635996212347,0.95888286378407,0.95426217021046,0.999999999999992,0.999999924734733,1
"2303",2470,2470,"cana269.rwl",7801,0,63.5756337233871,31526517.3859762,31526517.3859762,-58855.5007781257,0,0.000128188693757192,117711.001556251,117711.001556251,117711.001556251,"additive","norm",FALSE,FALSE,FALSE,118748.646705617,118603.642042567,117292.773703871,0,0,0,2,1,1,2,2,10,14,0.204635996212347,0.95888286378407,0.95426217021046,0.999999999999992,0.999999924734733,1
"2304",2470,2470,"cana269.rwl",7801,0,0.642032391589195,3215.20361642798,3215.20361642798,-249934.698507593,0,0.000128188693757192,499869.397015186,499869.397015186,499869.397015186,"multiplicative","lnorm",FALSE,FALSE,FALSE,500907.042164552,500762.037501502,499451.169162806,0,0,0,2,1,1,2,2,10,14,0.204635996212347,0.95888286378407,0.95426217021046,0.999999999999992,0.999999924734733,1
"2305",2471,2471,"cana270.rwl",13193,683,265.147285100212,3592528047.4297,927438268.245004,-92340.2622006832,0.741842441868047,0.727768624550222,186046.524401366,186121.218141873,191160.447058482,"additive","norm",TRUE,TRUE,TRUE,171158.429936664,171158.429936664,171390.083863032,0,0,0,2,2,2,2,2,2,10,0.403964481973624,0.758797323089817,0.74564782463636,1,1,1
"2306",2471,2471,"cana270.rwl",13193,683,0.403964481973624,8925.13683822064,2152.76689716851,-6761.0472323513,0.758797323089817,0.74564782463636,14888.0944647026,14962.7882052094,20002.0171218182,"multiplicative","lnorm",TRUE,TRUE,TRUE,0,0,231.653926368333,1,1,4.97724516635506e-51,2,2,2,2,2,2,10,0.403964481973624,0.758797323089817,0.74564782463636,1,1,1
"2307",2471,2471,"cana270.rwl",13193,524,429.467968735779,3592528047.4297,2433168575.55511,-98702.7407585293,0.322714104543751,0.294754476844358,198453.481517059,198496.913787346,202376.900949458,"additive","norm",FALSE,TRUE,TRUE,183565.387052356,183534.125582136,182606.537754008,0,0,0,2,2,2,2,2,2,10,0.403964481973624,0.758797323089817,0.74564782463636,1,1,1
"2308",2471,2471,"cana270.rwl",13193,524,0.647481663874495,8925.13683822064,5530.5152066682,-12985.0233074188,0.380343931200634,0.354763370463238,27018.0466148375,27061.4788851249,30941.4660472366,"multiplicative","lnorm",FALSE,TRUE,TRUE,12129.9521501349,12098.6906799154,11171.1028517867,0,0,0,2,2,2,2,2,2,10,0.403964481973624,0.758797323089817,0.74564782463636,1,1,1
"2309",2471,2471,"cana270.rwl",13193,420,299.864747583182,3592528047.4297,1186209691.39451,-93963.608965064,0.669811988735008,0.658980643184235,188767.217930128,188794.906624146,191911.943429379,"additive","norm",TRUE,FALSE,TRUE,173879.123465425,173832.118418937,172141.580233929,0,0,0,2,2,2,2,2,2,10,0.403964481973624,0.758797323089817,0.74564782463636,1,1,1
"2310",2471,2471,"cana270.rwl",13193,420,0.473936359428678,8925.13683822064,2963.12995542601,-8868.57741992347,0.668001733851651,0.657111005478038,18577.1548398469,18604.8435338651,21721.8803390981,"multiplicative","lnorm",TRUE,FALSE,TRUE,3689.06037514433,3642.05532865566,1951.51714364824,0,0,0,2,2,2,2,2,2,10,0.403964481973624,0.758797323089817,0.74564782463636,1,1,1
"2311",2471,2471,"cana270.rwl",13193,261,479.731622046983,3592528047.4297,3036038925.89862,-100162.937594544,0.154901816822063,0.137910978001597,200847.875189089,200858.451633292,202802.097463623,"additive","norm",FALSE,FALSE,TRUE,185959.780724386,185895.663428083,183031.734268173,0,0,0,2,2,2,2,2,2,10,0.403964481973624,0.758797323089817,0.74564782463636,1,1,1
"2312",2471,2471,"cana270.rwl",13193,261,0.725855473721615,8925.13683822064,6950.41849790767,-14492.4614000776,0.221253564635168,0.205596738684437,29506.9228001553,29517.4992443591,31461.1450746899,"multiplicative","lnorm",FALSE,FALSE,TRUE,14618.8283354527,14554.7110391497,11690.7818792401,0,0,0,2,2,2,2,2,2,10,0.403964481973624,0.758797323089817,0.74564782463636,1,1,1
"2313",2471,2471,"cana270.rwl",13193,424,285.258745392885,3592528047.4297,1073466703.65063,-93304.818032014,0.701194621314466,0.691296064247822,187457.636064028,187485.862881071,190632.311329939,"additive","norm",TRUE,TRUE,FALSE,172569.541599325,172523.074675861,170861.948134489,0,0,0,2,2,2,2,2,2,10,0.403964481973624,0.758797323089817,0.74564782463636,1,1,1
"2314",2471,2471,"cana270.rwl",13193,424,0.439516153488513,8925.13683822064,2548.35733354744,-7873.84396476958,0.714474144235586,0.705015499315205,16595.6879295392,16623.9147465818,19770.3631954499,"multiplicative","lnorm",TRUE,TRUE,FALSE,1707.59346483656,1661.12654137233,0,0,0,1,2,2,2,2,2,2,10,0.403964481973624,0.758797323089817,0.74564782463636,1,1,1
"2315",2471,2471,"cana270.rwl",13193,265,454.907650479311,3592528047.4297,2729965282.3691,-99461.9619148403,0.240099103938165,0.224581325738883,199453.923829681,199464.829685641,201438.095870875,"additive","norm",FALSE,TRUE,FALSE,184565.829364978,184502.041480432,181667.732675425,0,0,0,2,2,2,2,2,2,10,0.403964481973624,0.758797323089817,0.74564782463636,1,1,1
"2316",2471,2471,"cana270.rwl",13193,265,0.720971104480463,8925.13683822064,6857.19280747631,-14403.3840646555,0.231698859998275,0.216009542164082,29336.7681293109,29347.6739852713,31320.9401705051,"multiplicative","lnorm",FALSE,TRUE,FALSE,14448.6736646083,14384.8857800619,11550.5769750552,0,0,0,2,2,2,2,2,2,10,0.403964481973624,0.758797323089817,0.74564782463636,1,1,1
"2317",2471,2471,"cana270.rwl",13193,161,362.533465150167,3592528047.4297,1733831332.16317,-96467.4458485549,0.517378484100173,0.51145311251147,193256.89169711,193260.894766713,194462.369805156,"additive","norm",TRUE,FALSE,FALSE,178368.797232407,178298.106561504,174692.006609706,0,0,0,2,2,2,2,2,2,10,0.403964481973624,0.758797323089817,0.74564782463636,1,1,1
"2318",2471,2471,"cana270.rwl",13193,161,0.561487448524643,8925.13683822064,4159.01749879062,-11105.0068970231,0.534010786145013,0.528289617159685,22532.0137940462,22536.0168636494,23737.4919020925,"multiplicative","lnorm",TRUE,FALSE,FALSE,7643.91932934359,7573.22865844001,3967.12870664259,0,0,0,2,2,2,2,2,2,10,0.403964481973624,0.758797323089817,0.74564782463636,1,1,1
"2319",2471,2471,"cana270.rwl",13193,0,521.848888025762,3592528047.4297,3592528047.4297,-113914.717242021,0,7.57977715455382e-05,227829.434484042,227829.434484042,227829.434484042,"additive","norm",FALSE,FALSE,FALSE,212941.340019339,212866.646278832,208059.071288592,0,0,0,2,2,2,2,2,2,10,0.403964481973624,0.758797323089817,0.74564782463636,1,1,1
"2320",2471,2471,"cana270.rwl",13193,0,0.82253070737268,8925.13683822064,8925.13683822064,-486094.31507343,0,7.57977715455382e-05,972188.630146861,972188.630146861,972188.630146861,"multiplicative","lnorm",FALSE,FALSE,FALSE,957300.535682158,957225.841941651,952418.266951411,0,0,0,2,2,2,2,2,2,10,0.403964481973624,0.758797323089817,0.74564782463636,1,1,1
"2321",2473,2473,"cana272.rwl",7528,625,124.244803365609,266546238.981934,116192576.546603,-46983.1961861085,0.564080975254436,0.524675865672916,95216.3923722169,95329.765307598,99545.3827980077,"additive","norm",TRUE,TRUE,TRUE,82645.5305121545,82645.5305121545,85461.8424513327,0,0,0,2,2,2,2,2,2,14,0.513269029562586,0.565488400662495,0.526210515976619,1,1,1
"2322",2473,2473,"cana272.rwl",7528,625,0.513269029562586,4563.63246906503,1982.95124292201,-5660.43093003123,0.565488400662495,0.526210515976619,12570.8618600625,12684.2347954435,16899.8522858532,"multiplicative","lnorm",TRUE,TRUE,TRUE,0,0,2816.31193917825,1,1,0,2,2,2,2,2,2,14,0.513269029562586,0.565488400662495,0.526210515976619,1,1,1
"2323",2473,2473,"cana272.rwl",7528,562,160.64650583486,266546238.981934,194251545.87272,-48917.5345689986,0.271227586573129,0.212536612709725,98959.0691379973,99049.9251322543,102851.697328868,"additive","norm",FALSE,TRUE,TRUE,86388.2072779348,86365.6903368108,88768.1569821934,0,0,0,2,2,2,2,2,2,14,0.513269029562586,0.565488400662495,0.526210515976619,1,1,1
"2324",2473,2473,"cana272.rwl",7528,562,0.638425235089329,4563.63246906503,3067.90569907305,-7303.07397088229,0.327749173521507,0.273610110407175,15730.1479417646,15821.0039360216,19622.7761326356,"multiplicative","lnorm",FALSE,TRUE,TRUE,3159.28608170212,3136.76914057807,5539.23578596066,0,0,0,2,2,2,2,2,2,14,0.513269029562586,0.565488400662495,0.526210515976619,1,1,1
"2325",2473,2473,"cana272.rwl",7528,335,133.616655442583,266546238.981934,134382621.67398,-47530.6404743601,0.495837487006943,0.472427188197033,95731.2809487203,95762.5823947715,98051.6198169441,"additive","norm",TRUE,FALSE,TRUE,83160.4190886578,83078.3475993279,83968.0794702692,0,0,0,2,2,2,2,2,2,14,0.513269029562586,0.565488400662495,0.526210515976619,1,1,1
"2326",2473,2473,"cana272.rwl",7528,335,0.548656316765396,4563.63246906503,2265.8057958053,-6162.33847512778,0.503508266460051,0.480454152877075,12994.6769502556,13025.9783963067,15315.0158184794,"multiplicative","lnorm",TRUE,FALSE,TRUE,423.815090193091,341.74360086321,1231.47547180443,9.32658152700618e-93,6.18471881837886e-75,3.87702854064657e-268,2,2,2,2,2,2,14,0.513269029562586,0.565488400662495,0.526210515976619,1,1,1
"2327",2473,2473,"cana272.rwl",7528,272,179.273582127999,266546238.981934,241910382.833256,-49743.4065739424,0.0924262005825841,0.0585297700916635,100030.813147885,100051.283444232,101914.789781189,"additive","norm",FALSE,FALSE,TRUE,87459.9512878224,87367.0486487887,87831.249434514,0,0,0,2,2,2,2,2,2,14,0.513269029562586,0.565488400662495,0.526210515976619,1,1,1
"2328",2473,2473,"cana272.rwl",7528,272,0.731783382811249,4563.63246906503,4030.76058201275,-8330.49519289044,0.116764855773203,0.0837774351440048,17204.9903857809,17225.4606821282,19088.967019085,"multiplicative","lnorm",FALSE,FALSE,TRUE,4634.12852571842,4541.22588668471,5005.42667241004,0,0,0,2,2,2,2,2,2,14,0.513269029562586,0.565488400662495,0.526210515976619,1,1,1
"2329",2473,2473,"cana272.rwl",7528,355,130.209233817915,266546238.981934,127616104.289292,-47336.175128497,0.521223391570941,0.497594934944162,95382.3502569941,95417.5928671447,97841.2168188432,"additive","norm",TRUE,TRUE,FALSE,82811.4883969316,82733.3580717012,83757.6764721683,0,0,0,2,2,2,2,2,2,14,0.513269029562586,0.565488400662495,0.526210515976619,1,1,1
"2330",2473,2473,"cana272.rwl",7528,355,0.547294839721101,4563.63246906503,2254.57466621289,-6143.6347137399,0.505969273052614,0.481587999200756,12997.2694274798,13032.5120376304,15456.135989329,"multiplicative","lnorm",TRUE,TRUE,FALSE,426.407567417344,348.277242186881,1372.59564265399,2.55136864770247e-93,2.35807586277665e-76,8.80325446098021e-299,2,2,2,2,2,2,14,0.513269029562586,0.565488400662495,0.526210515976619,1,1,1
"2331",2473,2473,"cana272.rwl",7528,292,173.295620233186,266546238.981934,226046136.98382,-49488.1011752516,0.151944000983857,0.117838929713307,99560.2023505032,99583.8529379254,101582.706677433,"additive","norm",FALSE,TRUE,FALSE,86989.3404904407,86899.6181424819,87499.1663307577,0,0,0,2,2,2,2,2,2,14,0.513269029562586,0.565488400662495,0.526210515976619,1,1,1
"2332",2473,2473,"cana272.rwl",7528,292,0.706614296862265,4563.63246906503,3758.25943561846,-8067.01837717748,0.176476313310912,0.143357823423333,16718.036754355,16741.6873417772,18740.5410812844,"multiplicative","lnorm",FALSE,TRUE,FALSE,4147.17489429251,4057.45254633371,4657.00073460944,0,0,0,2,2,2,2,2,2,14,0.513269029562586,0.565488400662495,0.526210515976619,1,1,1
"2333",2473,2473,"cana272.rwl",7528,65,141.682945045076,266546238.981934,151097426.411594,-47971.9081967179,0.433128649690552,0.428267365164249,96073.8163934359,96074.9662192199,96524.0313977181,"additive","norm",TRUE,FALSE,FALSE,83502.9545333734,83390.7314237763,82440.4910510432,0,0,0,2,2,2,2,2,2,14,0.513269029562586,0.565488400662495,0.526210515976619,1,1,1
"2334",2473,2473,"cana272.rwl",7528,65,0.593333435467751,4563.63246906503,2649.83944560211,-6751.66267119637,0.419357394890085,0.4143780130427,13633.3253423927,13634.4751681767,14083.540346675,"multiplicative","lnorm",TRUE,FALSE,FALSE,1062.46348233027,950.240372733195,0,1.94529826803652e-231,4.54909304884598e-207,1,2,2,2,2,2,2,14,0.513269029562586,0.565488400662495,0.526210515976619,1,1,1
"2335",2473,2473,"cana272.rwl",7528,0,188.180804748867,266546238.981934,266546238.981934,-59267.0260776124,0,0.000132837407013864,118534.052155225,118534.052155225,118534.052155225,"additive","norm",FALSE,FALSE,FALSE,105963.190295162,105849.817359781,104450.51180855,0,0,0,2,2,2,2,2,2,14,0.513269029562586,0.565488400662495,0.526210515976619,1,1,1
"2336",2473,2473,"cana272.rwl",7528,0,0.778653737737652,4563.63246906503,4563.63246906503,-233096.911510884,0,0.000132837407013864,466193.823021767,466193.823021767,466193.823021767,"multiplicative","lnorm",FALSE,FALSE,FALSE,453622.961161705,453509.588226324,452110.282675092,0,0,0,2,2,2,2,2,2,14,0.513269029562586,0.565488400662495,0.526210515976619,1,1,1
"2337",2475,2475,"cana274.rwl",11935,669,244.778288282933,2573395887.54537,715042441.889297,-82581.2427188213,0.722140520488925,0.705665273523418,166500.485437643,166580.064665339,171442.542668082,"additive","norm",TRUE,TRUE,TRUE,151666.719168302,151666.719168303,152542.157844094,0,0,0,2,1,1,2,2,2,10,0.425917106638433,0.722140520488925,0.705665273523418,1,1,1
"2338",2475,2475,"cana274.rwl",11935,669,0.425917106638433,7641.77912887901,2164.89182553306,-6747.88313467002,0.716703167021443,0.699905520613697,14833.76626934,14913.3454970365,19775.8234997791,"multiplicative","lnorm",TRUE,TRUE,TRUE,0,0,875.438675791669,1,1,7.95988749552332e-191,2,1,1,2,2,2,10,0.425917106638433,0.722140520488925,0.705665273523418,1,1,1
"2339",2475,2475,"cana274.rwl",11935,520,396.699218269833,2573395887.54537,1878056799.50555,-88343.7650838244,0.270202921907622,0.237021609290018,177727.530167649,177775.001693845,181568.890047811,"additive","norm",FALSE,TRUE,TRUE,162893.763898309,162861.656196808,162668.505223823,0,0,0,2,1,1,2,2,2,10,0.425917106638433,0.722140520488925,0.705665273523418,1,1,1
"2340",2475,2475,"cana274.rwl",11935,520,0.661324873327837,7641.77912887901,5219.34191817154,-11999.2886816817,0.316999113668812,0.285945459704214,25038.5773633635,25086.0488895594,28879.9372435254,"multiplicative","lnorm",FALSE,TRUE,TRUE,10204.8110940234,10172.7033925229,9979.55241953791,0,0,0,2,1,1,2,2,2,10,0.425917106638433,0.722140520488925,0.705665273523418,1,1,1
"2341",2475,2475,"cana274.rwl",11935,409,270.338859270826,2573395887.54537,872173701.459318,-83766.6669176293,0.66108063447197,0.649083488789562,168351.333835259,168380.434052178,171372.711125617,"additive","norm",TRUE,FALSE,TRUE,153517.567565919,153467.088555142,152472.326301629,0,0,0,2,1,1,2,2,2,10,0.425917106638433,0.722140520488925,0.705665273523418,1,1,1
"2342",2475,2475,"cana274.rwl",11935,409,0.478208037960506,7641.77912887901,2729.10205762082,-8129.96952201105,0.642870853554602,0.63022911385742,17077.9390440221,17107.0392609418,20099.3163343802,"multiplicative","lnorm",TRUE,FALSE,TRUE,2244.17277468204,2193.69376390538,1198.93151039275,0,0,4.52199864889265e-261,2,1,1,2,2,2,10,0.425917106638433,0.722140520488925,0.705665273523418,1,1,1
"2343",2475,2475,"cana274.rwl",11935,260,433.907525504466,2573395887.54537,2246882689.38741,-89413.7745886905,0.126880282873774,0.107510860455299,179347.549177381,179359.17501257,181268.229117462,"additive","norm",FALSE,FALSE,TRUE,164513.782908041,164445.829515534,162367.844293475,0,0,0,2,1,1,2,2,2,10,0.425917106638433,0.722140520488925,0.705665273523418,1,1,1
"2344",2475,2475,"cana274.rwl",11935,260,0.717710495056338,7641.77912887901,6147.30310515704,-12975.823161218,0.195566503364931,0.177720826651571,26471.6463224361,26483.2721576254,28392.326262517,"multiplicative","lnorm",FALSE,FALSE,TRUE,11637.880053096,11569.9266605889,9491.94143852956,0,0,0,2,1,1,2,2,2,10,0.425917106638433,0.722140520488925,0.705665273523418,1,1,1
"2345",2475,2475,"cana274.rwl",11935,411,259.721084837518,2573395887.54537,805008470.144123,-83288.4565089817,0.687180478510837,0.676051009245776,167398.913017963,167428.303280916,170435.064769399,"additive","norm",TRUE,TRUE,FALSE,152565.146748623,152514.957783879,151534.679945412,0,0,0,2,1,1,2,2,2,10,0.425917106638433,0.722140520488925,0.705665273523418,1,1,1
"2346",2475,2475,"cana274.rwl",11935,411,0.454424502457914,7641.77912887901,2464.39043373282,-7521.1165362759,0.67751090522629,0.666037412614591,15864.2330725518,15893.6233355042,18900.3848239875,"multiplicative","lnorm",TRUE,TRUE,FALSE,1030.46680321175,980.277838467699,0,1.72574566180086e-224,1.3657525206152e-213,1,2,1,1,2,2,2,10,0.425917106638433,0.722140520488925,0.705665273523418,1,1,1
"2347",2475,2475,"cana274.rwl",11935,262,417.625560065178,2573395887.54537,2081422167.88134,-88957.3062540599,0.191176850031147,0.173092138119739,178438.61250812,178450.41956775,180374.066909278,"additive","norm",FALSE,TRUE,FALSE,163604.84623878,163537.074070713,161473.682085291,0,0,0,2,1,1,2,2,2,10,0.425917106638433,0.722140520488925,0.705665273523418,1,1,1
"2348",2475,2475,"cana274.rwl",11935,262,0.727941047031351,7641.77912887901,6323.80473635228,-13144.7486216659,0.172469574205041,0.153966580875778,26813.4972433318,26825.3043029617,28748.9516444903,"multiplicative","lnorm",FALSE,TRUE,FALSE,11979.7309739918,11911.9588059253,9848.56682050287,0,0,0,2,1,1,2,2,2,10,0.425917106638433,0.722140520488925,0.705665273523418,1,1,1
"2349",2475,2475,"cana274.rwl",11935,151,315.653281291427,2573395887.54537,1189067886.2772,-85616.2123090756,0.537938219287594,0.532056577476081,171534.424618151,171538.32040021,172649.896429506,"additive","norm",TRUE,FALSE,FALSE,156700.658348811,156624.974903174,153749.511605519,0,0,0,2,1,1,2,2,2,10,0.425917106638433,0.722140520488925,0.705665273523418,1,1,1
"2350",2475,2475,"cana274.rwl",11935,151,0.554279663324817,7641.77912887901,3666.43442972409,-9891.85603214729,0.520211933911007,0.514104652010689,20085.7120642946,20089.6078463535,21201.1838756493,"multiplicative","lnorm",TRUE,FALSE,FALSE,5251.94579495452,5176.26234931702,2300.79905166181,0,0,0,2,1,1,2,2,2,10,0.425917106638433,0.722140520488925,0.705665273523418,1,1,1
"2351",2475,2475,"cana274.rwl",11935,0,464.365861567243,2573395887.54537,2573395887.54537,-102200.288037231,0,8.37871805613455e-05,204400.576074463,204400.576074463,204400.576074463,"additive","norm",FALSE,FALSE,FALSE,189566.809805123,189487.230577426,185500.191250475,0,0,0,2,1,1,2,2,2,10,0.425917106638433,0.722140520488925,0.705665273523418,1,1,1
"2352",2475,2475,"cana274.rwl",11935,0,0.800210459626033,7641.77912887901,7641.77912887901,-449103.207502119,0,8.37871805613455e-05,898206.415004237,898206.415004237,898206.415004237,"multiplicative","lnorm",FALSE,FALSE,FALSE,883372.648734897,883293.069507201,879306.03018025,0,0,0,2,1,1,2,2,2,10,0.425917106638433,0.722140520488925,0.705665273523418,1,1,1
"2353",2478,2478,"cana277.rwl",5024,527,218.962816759715,659377375.4791,240826304.06458,-34202.0904816934,0.63476711057974,0.592046963851909,69458.1809633868,69581.9603228174,72895.2653235808,"additive","norm",TRUE,TRUE,TRUE,61019.5287439744,61063.9874499157,63145.5766918292,0,0,0,2,2,2,2,2,10,14,0.504644282459929,0.673029790493293,0.634785109550325,0.999999999449557,0.999999999778224,1
"2354",2478,2478,"cana277.rwl",5024,527,0.504644282459929,3912.24196118421,1279.18657368933,-3692.3261097062,0.673029790493293,0.634785109550325,8438.6522194124,8562.43157884301,11875.7365796064,"multiplicative","lnorm",TRUE,TRUE,TRUE,0,44.458705941368,2126.04794785483,0.999999999449557,2.2177606244144e-10,0,2,2,2,2,2,10,14,0.504644282459929,0.673029790493293,0.634785109550325,0.999999999449557,0.999999999778224,1
"2355",2478,2478,"cana277.rwl",5024,468,312.12688788511,659377375.4791,489356704.169458,-35983.1380113109,0.257850326129412,0.181778355607559,72902.2760226219,72998.6501170236,75954.5634620351,"additive","norm",FALSE,TRUE,TRUE,64463.6238032095,64480.677244122,66204.8748302836,0,0,0,2,2,2,2,2,10,14,0.504644282459929,0.673029790493293,0.634785109550325,0.999999999449557,0.999999999778224,1
"2356",2478,2478,"cana277.rwl",5024,468,0.733276086706198,3912.24196118421,2700.83605452049,-5569.63662427479,0.309644934715908,0.238882025258561,12075.2732485496,12171.6473429513,15127.5606879629,"multiplicative","lnorm",FALSE,TRUE,TRUE,3636.62102913718,3653.6744700497,5377.87205621128,0,0,0,2,2,2,2,2,10,14,0.504644282459929,0.673029790493293,0.634785109550325,0.999999999449557,0.999999999778224,1
"2357",2478,2478,"cana277.rwl",5024,294,236.212716358292,659377375.4791,280265555.136309,-34583.0644743869,0.574954243868818,0.548624771026019,69754.1289487738,69790.8090079829,71671.5915709693,"additive","norm",TRUE,FALSE,TRUE,61315.4767293614,61272.8361350813,61921.9029392177,0,0,0,2,2,2,2,2,10,14,0.504644282459929,0.673029790493293,0.634785109550325,0.999999999449557,0.999999999778224,1
"2358",2478,2478,"cana277.rwl",5024,294,0.574783594913843,3912.24196118421,1659.47955707299,-4346.14858236201,0.575823894959022,0.549548292680585,9280.29716472402,9316.97722393316,11197.7597869195,"multiplicative","lnorm",TRUE,FALSE,TRUE,841.644945311624,799.004351031521,1448.07115516796,1.73429217446342e-183,3.15071895028771e-174,3.59206307301392e-315,2,2,2,2,2,10,14,0.504644282459929,0.673029790493293,0.634785109550325,0.999999999449557,0.999999999778224,1
"2359",2478,2478,"cana277.rwl",5024,235,339.784044151545,659377375.4791,579921406.823076,-36409.6778945963,0.120501508864013,0.0775274752607926,73289.3557891926,73312.5220381483,74822.0214906074,"additive","norm",FALSE,FALSE,TRUE,64850.7035697802,64794.5491652466,65072.3328588558,0,0,0,2,2,2,2,2,10,14,0.504644282459929,0.673029790493293,0.634785109550325,0.999999999449557,0.999999999778224,1
"2360",2478,2478,"cana277.rwl",5024,235,0.816842528697238,3912.24196118421,3351.50491292633,-6111.84704595475,0.143328826238587,0.101470180454462,12693.6940919095,12716.8603408652,14226.3597933243,"multiplicative","lnorm",FALSE,FALSE,TRUE,4255.04187249709,4198.88746796358,4476.6711615727,0,0,0,2,2,2,2,2,10,14,0.504644282459929,0.673029790493293,0.634785109550325,0.999999999449557,0.999999999778224,1
"2361",2478,2478,"cana277.rwl",5024,294,225.843419785968,659377375.4791,256199372.059099,-34357.533028789,0.611452589083837,0.587384007392836,69303.0660575779,69339.7461167871,71220.5286797735,"additive","norm",TRUE,TRUE,FALSE,60864.4138381655,60821.7732438854,61470.8400480219,0,0,0,2,2,2,2,2,10,14,0.504644282459929,0.673029790493293,0.634785109550325,0.999999999449557,0.999999999778224,1
"2362",2478,2478,"cana277.rwl",5024,294,0.530847543603319,3912.24196118421,1415.47695238303,-3946.64640684625,0.638192891332678,0.615780738512482,8481.2928136925,8517.97287290164,10398.755435888,"multiplicative","lnorm",TRUE,TRUE,FALSE,42.640594280103,0,649.066804136441,5.50443311968662e-10,0.999999999778224,1.14007727356728e-141,2,2,2,2,2,10,14,0.504644282459929,0.673029790493293,0.634785109550325,0.999999999449557,0.999999999778224,1
"2363",2478,2478,"cana277.rwl",5024,235,336.75241212753,659377375.4791,569619185.671244,-36364.651433433,0.136125674228114,0.0939150682079382,73199.3028668659,73222.4691158216,74731.9685682807,"additive","norm",FALSE,TRUE,FALSE,64760.6506474535,64704.49624292,64982.2799365291,0,0,0,2,2,2,2,2,10,14,0.504644282459929,0.673029790493293,0.634785109550325,0.999999999449557,0.999999999778224,1
"2364",2478,2478,"cana277.rwl",5024,235,0.804000119269908,3912.24196118421,3246.94853134121,-6032.23214285767,0.170054264650241,0.129501476579277,12534.4642857153,12557.6305346711,14067.1299871301,"multiplicative","lnorm",FALSE,TRUE,FALSE,4095.81206630294,4039.65766176942,4317.44135537854,0,0,0,2,2,2,2,2,10,14,0.504644282459929,0.673029790493293,0.634785109550325,0.999999999449557,0.999999999778224,1
"2365",2478,2478,"cana277.rwl",5024,61,242.78427133692,659377375.4791,296076728.698393,-34720.9257332691,0.550975299261269,0.545546832196122,69563.8514665382,69565.3758518666,69961.6923507352,"additive","norm",TRUE,FALSE,FALSE,61125.1992471258,61047.402978965,60212.0037189836,0,0,0,2,2,2,2,2,10,14,0.504644282459929,0.673029790493293,0.634785109550325,0.999999999449557,0.999999999778224,1
"2366",2478,2478,"cana277.rwl",5024,61,0.60637092112544,3912.24196118421,1846.88524089426,-4614.92387377728,0.527921519369619,0.522214344508079,9351.84774755456,9353.37213288305,9749.68863175159,"multiplicative","lnorm",TRUE,FALSE,FALSE,913.195528142154,835.399259981414,0,5.03628866174807e-199,3.93872447658228e-182,1,2,2,2,2,2,10,14,0.504644282459929,0.673029790493293,0.634785109550325,0.999999999449557,0.999999999778224,1
"2367",2478,2478,"cana277.rwl",5024,0,362.314263613755,659377375.4791,659377375.4791,-41564.8531954862,0,0.000199044585987296,83129.7063909723,83129.7063909723,83129.7063909723,"additive","norm",FALSE,FALSE,FALSE,74691.0541715599,74611.7335180707,73380.0177592207,0,0,0,2,2,2,2,2,10,14,0.504644282459929,0.673029790493293,0.634785109550325,0.999999999449557,0.999999999778224,1
"2368",2478,2478,"cana277.rwl",5024,0,0.882533631330199,3912.24196118421,3912.24196118421,-148699.421022459,0,0.000199044585987296,297398.842044918,297398.842044918,297398.842044918,"multiplicative","lnorm",FALSE,FALSE,FALSE,288960.189825506,288880.869172016,287649.153413166,0,0,0,2,2,2,2,2,10,14,0.504644282459929,0.673029790493293,0.634785109550325,0.999999999449557,0.999999999778224,1
"2369",2479,2479,"cana278.rwl",7367,573,159.370845483657,423684029.202661,187089523.030034,-47812.5999324778,0.558422054798427,0.521244753553902,96771.1998649555,96868.0354309794,100727.630695105,"additive","norm",TRUE,TRUE,TRUE,84154.873758127,84217.9069886339,87122.5868079164,0,0,0,2,1,1,2,10,10,14,0.528607471754563,0.558422054798427,0.521244753553902,0.99999999933236,1,1
