"","X","X.1","file","n","k","sigma","tss","rss","llh","Rsq","adj.Rsq","AIC","AICc","BIC","form","error","I","T","A","dAIC","dAICc","dBIC","wAIC","wAICc","wBIC","sigma_choice","Rsq_choice","adj.Rsq_choice","llh_choice","AIC_choice","AICc_choice","BIC_choice"
"221",2435,2435,"cana236.rwl",2709,236.688215141858,NA,2004.91746231786,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"222",2435,2435,"cana236.rwl",2709,216.546203270918,0.69068617447996,2004.91746231786,1291.8443365009,-2840.88561560447,0.35566208545692,0.299940053102489,6114.86363775077,6152.67995560998,7393.4249306445,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"223",2437,2437,"cana237x.rwl",5056,334.641560494227,NA,809.844254404448,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"224",2437,2437,"cana237x.rwl",5056,313.689263072995,0.341886145231509,809.844254404448,590.859419002872,-1747.16215341672,0.270403641454017,0.22229693559899,4121.70283297943,4163.34306645391,6169.57015333554,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"225",2438,2438,"cana238.rwl",8127,486.943167928275,NA,5799.51107947046,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"226",2438,2438,"cana238.rwl",8127,453.922236203033,0.646338711623685,5799.51107947046,3394.66681114498,-7984.33391759876,0.414663276847306,0.38011234099821,16876.5123076036,16930.3437011617,20055.3057292067,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"227",2439,2439,"cana238x.rwl",5563,339.721397411887,NA,1091.75636395551,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"228",2439,2439,"cana238x.rwl",5563,318.749571976759,0.396217247718617,1091.75636395551,873.1678533016,-2742.87075517497,0.200217299271743,0.15175839855395,6123.24065430345,6162.11731701733,8234.60365233488,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"229",2440,2440,"cana239.rwl",9896,341.938396097466,NA,4812.3742037843,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"230",2440,2440,"cana239.rwl",9896,297.870237502129,0.574223437298668,4812.3742037843,3262.70364105694,-8551.64139265992,0.322017884957646,0.301047892209555,17699.0232603241,17717.57558812,19843.6549875371,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"231",2441,2441,"cana240.rwl",3540,215.860041034955,NA,2547.5344596981,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"232",2441,2441,"cana240.rwl",3540,191.661963735807,0.620954977461201,2547.5344596981,1364.58561239576,-3335.7440904674,0.464350479263987,0.433849380392972,7054.81210840642,7076.87499533732,8237.72713364657,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"233",2442,2442,"cana241.rwl",4581,330.424567888559,NA,3394.50329177997,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"234",2442,2442,"cana241.rwl",4581,305.646271997447,0.69527032152352,3394.50329177997,2213.9757555607,-4834.67209404495,0.347776223719683,0.301301112046355,10280.6367320848,10324.4914506327,12245.8421905704,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"235",2443,2443,"cana242.rwl",4791,226.612829817534,NA,3987.00862013339,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"236",2443,2443,"cana242.rwl",4791,198.57985905008,0.550364283540104,3987.00862013339,1450.89504561777,-3936.56963235609,0.636094329394946,0.62043800246951,8270.29898281234,8287.56272216215,9556.00317550911,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"237",2444,2444,"cana243.rwl",5682,264.466747816268,NA,4347.18654989914,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"238",2444,2444,"cana243.rwl",5682,230.254392245882,0.642073789701007,4347.18654989914,2342.04196682278,-5544.48702786554,0.461251101157112,0.438595871022805,11549.4828402228,11569.0204753915,13079.5367609498,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"239",2445,2445,"cana244.rwl",2977,233.977232219986,NA,2352.78476812717,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"240",2445,2445,"cana244.rwl",2977,215.947839555249,0.721843562290735,2352.78476812717,1550.66899017964,-3253.33628170378,0.340921867913154,0.289612652310594,6938.56824251806,6972.51645401895,8233.96836313136,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"241",2446,2446,"cana245.rwl",4734,208.497626873576,NA,3372.86831812269,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"242",2446,2446,"cana245.rwl",4734,178.433040622546,0.620136403282551,3372.86831812269,1820.16582801454,-4454.7749250386,0.46035075895651,0.439332166416476,9266.41593132229,9280.47513093973,10419.5440581468,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"243",2447,2447,"cana246.rwl",9596,282.611153160095,NA,6847.90370230598,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"244",2447,2447,"cana246.rwl",9596,238.280864580033,0.58777948594809,6847.90370230598,3314.92592775295,-8516.28689525784,0.51592106550262,0.503646421816451,17509.1355196757,17521.322708468,19217.395252895,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"245",2448,2448,"cana247.rwl",2315,186.520290136178,NA,2227.95313297151,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"246",2448,2448,"cana247.rwl",2315,164.118684286229,0.743655857859102,2227.95313297151,1279.69761682376,-2598.69316280631,0.425617353486709,0.38205728306739,5525.62369418508,5550.8335148557,6468.8408468663,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"247",2449,2449,"cana248.rwl",3461,244.688298240324,NA,2645.16847596979,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"248",2449,2449,"cana248.rwl",3461,215.946182596966,0.665316377655266,2645.16847596979,1531.55475302208,-3500.11439008558,0.420999166240036,0.382647254086923,7432.12114536509,7461.00395841182,8760.04177954264,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"249",2450,2450,"cana249.rwl",1519,146.345058105353,NA,1342.99541866707,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"250",2450,2450,"cana249.rwl",1519,127.20829620503,0.687493465083061,1342.99541866707,717.478547559446,-1585.69384356586,0.465762475741318,0.417317577326106,3425.80427954177,3449.25733707022,4103.29117786295,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"251",2451,2451,"cana250.rwl",4450,225.368534567916,NA,4058.26821878828,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"252",2451,2451,"cana250.rwl",4450,195.120379651646,0.843987101826984,4058.26821878828,3169.08600059584,-5558.97607595266,0.219103856683463,0.183477030701321,11508.1929112086,11526.1845265576,12757.0919985108,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"253",2452,2452,"cana251.rwl",1788,148.603339407622,NA,1625.43504853208,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"254",2452,2452,"cana251.rwl",1788,132.323547313554,0.832023039881023,1625.43504853208,1237.07279960154,-2207.75757564312,0.238928186814519,0.178562135158892,4680.16224591334,4701.48586442778,5406.46673969848,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"255",2453,2453,"cana252.rwl",5578,286.545409167678,NA,3843.48483226554,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"256",2453,2453,"cana252.rwl",5578,254.34142951907,0.633785434463708,3843.48483226554,2240.19153938519,-5370.52116978986,0.417145731764288,0.389408954215312,11249.7251986179,11274.1280053504,12935.1404448611,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"257",2454,2454,"cana253.rwl",6121,273.228148469209,NA,7832.42218904938,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"258",2454,2454,"cana253.rwl",6121,237.20431512054,0.982302794791595,7832.42218904938,5905.30293761092,-8575.52818636642,0.246043842495211,0.215776357464758,17625.4650029739,17644.6746082207,19219.3548348172,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"259",2455,2455,"cana254.rwl",14986,365.482583425088,NA,9917.52013251818,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"260",2455,2455,"cana254.rwl",14986,282.252575491837,0.737829429696095,9917.52013251818,8157.71812587509,-16707.3303625682,0.177443754399141,0.161709937986018,33979.16587612,33990.0412270512,36128.4830285683,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"261",2456,2456,"cana255.rwl",2154,151.694550347832,NA,1821.74602011461,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"262",2456,2456,"cana255.rwl",2154,134.768401754574,0.684653749866273,1821.74602011461,1009.22038026441,-2239.86783954963,0.446014774221428,0.409314814537537,4749.2724826084,4767.40448542626,5514.09419439921,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"263",2457,2457,"cana256.rwl",5244,245.677617169539,NA,4401.41079628272,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"264",2457,2457,"cana256.rwl",5244,213.222371609564,0.726953515757586,4401.41079628272,2770.72319398115,-5768.14012224032,0.370492025801999,0.343936354870034,11962.7249876998,11980.8876205242,13362.4957086628,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"265",2458,2458,"cana257.rwl",2851,143.274602819241,NA,2391.17500294479,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"266",2458,2458,"cana257.rwl",2851,117.224819516218,0.687691848123074,2391.17500294479,1347.82222222855,-2977.43819955178,0.436334764051702,0.41237087309851,6189.32603813599,6199.4687554946,6887.44966932614,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"267",2459,2459,"cana258.rwl",2027,130.609682985444,NA,1774.113206143,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"268",2459,2459,"cana258.rwl",2027,111.53345184775,0.70972819042314,1774.113206143,1020.52477527392,-2180.68440479477,0.424769078015834,0.391574940807952,4584.43571328505,4597.5477150017,5210.61932672959,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"269",2460,2460,"cana259.rwl",5009,232.563089445611,NA,3464.80229562026,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"270",2460,2460,"cana259.rwl",5009,203.015575124751,0.730887578107546,3464.80229562026,2675.25683237422,-5536.66353732499,0.227876050602965,0.195420459840395,11479.3582248995,11496.5979641602,12802.8150483981,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"271",2462,2462,"cana261.rwl",4087,195.389157968603,NA,2881.5085528015,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"272",2462,2462,"cana261.rwl",4087,160.45671605011,0.752752303323198,2881.5085528015,2315.27481922714,-4637.91592071743,0.19650600482301,0.163876155978451,9596.74527353507,9609.94437112116,10610.1203314839,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"273",2463,2463,"cana262.rwl",6437,281.78954988573,NA,4245.74433119739,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"274",2463,2463,"cana262.rwl",6437,247.746840431845,0.704313824524892,4245.74433119739,3192.62905255104,-6876.83769049362,0.248040201315972,0.218061834027795,14249.1690618509,14269.0862314286,15926.370049951,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"275",2464,2464,"cana263.rwl",3077,288.896985158508,NA,2731.98177762007,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"276",2464,2464,"cana263.rwl",3077,263.871564837465,0.715165605817615,2731.98177762007,1573.25663135801,-3334.03685864721,0.424133555997387,0.370321966245494,7195.81684696935,7245.52444454611,8787.41370235195,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"277",2465,2465,"cana264.rwl",13661,318.30083414249,NA,10108.2551883781,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"278",2465,2465,"cana264.rwl",13661,245.508884165158,0.754997691934061,10108.2551883781,7786.49389251986,-15544.3238461245,0.229689620274688,0.215650049916719,31579.6654605794,31588.6885566574,33426.4570226438,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"279",2466,2466,"cana265.rwl",3955,192.260513473007,NA,3191.69847884749,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"280",2466,2466,"cana265.rwl",3955,160.389679459355,0.718480181434259,3191.69847884749,2041.10925098398,-4303.81104251617,0.360494337259258,0.333632395192393,8928.40144395106,8942.04820087618,9936.08743790441,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"281",2467,2467,"cana266.rwl",3403,180.760694946645,NA,2640.1728116679,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"282",2467,2467,"cana266.rwl",3403,152.67053463474,0.663121487849648,2640.1728116679,1495.96182621826,-3430.20541293016,0.433384883138313,0.406944850328629,7165.75189512979,7180.19238996441,8101.9906167467,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"283",2468,2468,"cana267.rwl",2212,155.943118956407,NA,1937.44971371969,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"284",2468,2468,"cana267.rwl",2212,136.783480142485,0.744951214366868,1937.44971371969,1226.99956136033,-2486.89839388714,0.366693466843778,0.325255590725276,5247.36374805925,5265.53591450341,6027.25560078408,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"285",2469,2469,"cana268.rwl",4872,260.816483927582,NA,3774.10238962802,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"286",2469,2469,"cana268.rwl",4872,223.820262074534,0.765380825884586,3774.10238962802,2853.46983584536,-5609.8846116772,0.243934175265817,0.207690571379695,11667.4097475035,11689.0656045242,13120.285219235,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"287",2470,2470,"cana269.rwl",7801,542.246160865441,NA,3215.20361642798,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"288",2470,2470,"cana269.rwl",7801,482.371238348973,0.552587747579611,3215.20361642798,2381.75510644584,-6441.53064988491,0.259221066349784,0.210497502927284,13847.8037764678,13911.5305356187,17206.0758155514,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"289",2471,2471,"cana270.rwl",13193,431.789179034749,NA,8925.13683822064,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"290",2471,2471,"cana270.rwl",13193,272.47761940303,0.651320366030893,8925.13683822064,5596.28674777368,-13063.0092419171,0.372974683838082,0.359800035389448,26670.9737226403,26682.5092157491,28711.1340029069,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"291",2473,2473,"cana272.rwl",7528,362.900867744808,NA,4563.63246906503,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"292",2473,2473,"cana272.rwl",7528,300.759185307129,0.642371550806711,4563.63246906503,3105.95038229435,-7349.46377925453,0.319412682036009,0.291184440415985,15300.4459291233,15325.5646178189,17383.6197429844,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"293",2475,2475,"cana274.rwl",11935,418.68705704196,NA,7641.77912887901,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"294",2475,2475,"cana274.rwl",11935,269.558859728652,0.664974217446779,7641.77912887901,5277.10393157612,-12064.9677314221,0.309440400909594,0.293542511041875,24669.0531823014,24681.5581170584,26660.3466228857,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"295",2478,2478,"cana277.rwl",5024,301.577835012258,NA,3912.24196118421,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"296",2478,2478,"cana277.rwl",5024,242.91431544107,0.738800888929858,3912.24196118421,2741.68778274786,-5607.34760971119,0.299202909751017,0.263743840506933,11700.5238503045,11725.314317619,13284.8065722585,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"297",2479,2479,"cana278.rwl",7367,351.924923107751,NA,4656.46983853678,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"298",2479,2479,"cana278.rwl",7367,277.876195830569,0.672043895413942,4656.46983853678,3326.80231857693,-7524.94142931478,0.28555269679953,0.257648902635967,15605.6352502907,15627.5008549404,17524.3053168678,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"299",2480,2480,"cana279.rwl",4863,322.632677487805,NA,3498.81700119671,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"300",2480,2480,"cana279.rwl",4863,285.102681033774,0.771518512726362,3498.81700119671,2894.06084486131,-5638.3620902284,0.172845895092127,0.121513005239219,11846.9295425243,11882.5731830647,13697.0779629,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"301",2481,2481,"cana280.rwl",8531,345.673915178471,NA,5180.70585874749,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"302",2481,2481,"cana280.rwl",8531,271.723153837499,0.616918040845565,5180.70585874749,3246.41452359983,-7983.82869461344,0.373364438724438,0.352824534491288,16511.1036969019,16529.0505874859,18427.1491545432,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"303",2482,2482,"cana281.rwl",477,93.5057016914204,NA,441.006062300692,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"304",2482,2482,"cana281.rwl",477,86.485170838256,0.401678636002063,441.006062300692,76.8005658713474,-241.260586070376,0.825851450951297,0.787729675912386,655.491513817263,694.340714819666,1015.91988950299,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"305",2483,2483,"cana282.rwl",3052,151.092825239638,NA,1568.25072829199,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"306",2483,2483,"cana282.rwl",3052,120.856349389391,0.55130809640738,1568.25072829199,927.322822968366,-2512.75200463418,0.408689690851712,0.384510631938628,5267.21670804714,5277.26885244221,5995.20126054886,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"307",2484,2484,"cana282n.rwl",3052,148.322601552648,NA,2010.84462753621,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"308",2484,2484,"cana282n.rwl",3052,116.24001337951,0.744624715840697,2010.84462753621,1691.675666662,-3430.14213331703,0.158723830028219,0.12570046383846,7092.76429339308,7102.05158147523,7792.94210407835,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"309",2485,2485,"cana282x.rwl",3052,151.83629601231,NA,2074.01263919778,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"310",2485,2485,"cana282x.rwl",3052,122.802629417713,0.714044330421571,2074.01263919778,1555.58074201774,-3302.15557788712,0.249965640219325,0.218777520875644,6849.91641460968,6860.30047449174,7589.62448683229,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"311",2486,2486,"cana283.rwl",5011,188.241689423446,NA,6309.24484887187,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"312",2486,2486,"cana283.rwl",5011,139.990777412799,0.804763075508892,6309.24484887187,3244.69447458968,-6021.37490381192,0.48572379859852,0.471049293630179,12322.7313624494,12330.8370590245,13235.3859452939,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"313",2487,2487,"cana284.rwl",4263,205.238582548228,NA,3977.08047816991,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"314",2487,2487,"cana284.rwl",4263,153.018303531818,0.724518553606862,3977.08047816991,2237.23944732671,-4674.69213223715,0.437466890698628,0.416660148656453,9655.42087153793,9666.89214167746,10628.2696881874,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"315",2488,2488,"cana285.rwl",2823,194.016867390301,NA,3209.39367734459,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"316",2488,2488,"cana285.rwl",2823,150.185334596074,0.906488954545638,3209.39367734459,2318.90011814077,-3728.0114072185,0.277464732821622,0.237135836476248,7756.39348362914,7773.39003683797,8649.32871498089,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"317",2490,2490,"cana287.rwl",4919,378.764943125748,NA,4331.89920328979,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"318",2490,2490,"cana287.rwl",4919,336.740988123433,0.735770984886617,4331.89920328979,2662.40327774463,-5469.93053827675,0.385395838452865,0.34036394305634,11613.3430528004,11662.9936985183,13802.4492536135,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"319",2491,2491,"cana288.rwl",5335,232.144000410969,NA,4558.33699706424,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
