"","X","X.1","file","n","k","sigma","tss","rss","llh","Rsq","adj.Rsq","AIC","AICc","BIC","form","error","I","T","A","dAIC","dAICc","dBIC","wAIC","wAICc","wBIC","sigma_choice","Rsq_choice","adj.Rsq_choice","llh_choice","AIC_choice","AICc_choice","BIC_choice"
"1021",566,566,"russ055n.rwl",6944,459.174901838209,NA,881.452064575712,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1022",566,566,"russ055n.rwl",6944,433.532030680514,0.302254445999674,881.452064575712,634.296859128775,-1544.20983561509,0.280395514832569,0.232587586013466,3955.48373259122,4013.36359452296,6923.28501950643,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1023",568,568,"russ055t.rwl",6944,459.85860421216,NA,2999.94747854259,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1024",568,568,"russ055t.rwl",6944,433.8218449988,0.484772462095674,2999.94747854259,1631.63513266375,-4824.62787174836,0.456112100517033,0.419952327539715,10516.8994334943,10574.859197554,13486.684682945,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1025",569,569,"russ055w.rwl",6944,458.960201965956,NA,2393.93360334351,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1026",569,569,"russ055w.rwl",6944,432.997624185812,0.396582113346245,2393.93360334351,1091.97679814353,-3430.29686846746,0.543856689835337,0.513592098470517,7726.58898530654,7784.32166475161,10690.7319213492,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1027",570,570,"russ055x.rwl",6944,459.85554946419,NA,1688.42992536175,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1028",570,570,"russ055x.rwl",6944,433.828061774131,0.347088539309013,1688.42992536175,836.426362952829,-2504.63937007307,0.504612924475606,0.47167716951218,5876.93486369441,5934.89634236934,8846.76267090901,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1029",571,571,"russ056e.rwl",3953,225.312593776068,NA,1952.06510095901,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1030",571,571,"russ056e.rwl",3953,203.166553476702,0.466858097189676,1952.06510095901,861.364020466506,-2597.44561678626,0.558742164877937,0.534952421415083,5601.22434052592,5623.35379257909,6877.56337063362,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1031",572,572,"russ056i.rwl",3953,224.918989370346,NA,1084.9314661547,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1032",572,572,"russ056i.rwl",3953,202.982903888406,0.463457695965498,1084.9314661547,848.862078073007,-2568.54823377224,0.217589216873202,0.175447115128274,5543.06227532129,5565.15075404165,6818.24757646429,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1033",573,573,"russ056l.rwl",3953,222.749149850323,NA,1138.49829792194,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1034",573,573,"russ056l.rwl",3953,200.259333005042,0.433614240791535,1138.49829792194,743.060216397652,-2305.43727614298,0.347333045860557,0.312678377846847,5011.39321829604,5032.87874374463,6269.46842055606,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1035",574,574,"russ056n.rwl",3953,225.228236875206,NA,429.459738673766,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1036",574,574,"russ056n.rwl",3953,203.251737478305,0.292443100511385,429.459738673766,337.986765729086,-748.409186651926,0.212995456168166,0.170546463529319,1903.32184826046,1925.47031895959,3180.19602386395,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1037",576,576,"russ056t.rwl",3953,222.704214489435,NA,1313.49870709746,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1038",576,576,"russ056t.rwl",3953,200.874176035941,0.430169254395341,1313.49870709746,731.300161511677,-2273.9059873322,0.443242572253698,0.413584336537841,4949.56032673629,4971.18120040312,6211.49811436922,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1039",577,577,"russ056w.rwl",3953,225.348737162693,NA,1615.2654800777,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1040",577,577,"russ056w.rwl",3953,203.161974832212,0.414835644805099,1615.2654800777,680.094195417808,-2130.42655159155,0.578958255589607,0.55625897365649,4667.17705284752,4689.30548289123,5943.48731885717,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1041",578,578,"russ056x.rwl",3953,222.21319130715,NA,706.322381504872,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1042",578,578,"russ056x.rwl",3953,199.490074906354,0.314571524219033,706.322381504872,391.071123693168,-1036.74635388087,0.446327719560632,0.417048870000846,2472.47285757445,2493.78967264459,3725.71540348046,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1043",579,579,"russ057e.rwl",4147,294.178750178691,NA,2044.10695295969,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1044",579,579,"russ057e.rwl",4147,271.629222439204,0.512413417249035,2044.10695295969,1088.60489719315,-3111.05634236317,0.467442300112062,0.430252135738836,6765.37112960475,6803.59878924655,8484.82226075242,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1045",580,580,"russ057i.rwl",4147,294.944909764461,NA,1071.69391937719,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1046",580,580,"russ057i.rwl",4147,272.857389358695,0.465976297546844,1071.69391937719,900.237190343678,-2717.10384312788,0.15998665844176,0.10104101368536,5979.92246497314,6018.50819229013,7707.14806522982,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1047",581,581,"russ057l.rwl",4147,294.834457672713,NA,1622.90522106834,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1048",581,581,"russ057l.rwl",4147,272.805658252536,0.476690268447057,1622.90522106834,942.110555485199,-2811.37418689426,0.419491327494149,0.3787640102939,6168.35969029358,6206.93029958511,7895.25782538211,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1049",582,582,"russ057n.rwl",4147,294.850050977794,NA,424.573619973974,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1050",582,582,"russ057n.rwl",4147,272.335935316575,0.291929448667589,424.573619973974,353.333741235356,-777.872878313685,0.167791580510784,0.109513483078127,2100.41762726052,2138.85110851086,3824.34235018701,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1051",584,584,"russ057t.rwl",4147,294.966433420915,NA,942.828422512283,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1052",584,584,"russ057t.rwl",4147,272.960369166461,0.404491718720554,942.828422512283,678.341780429003,-2130.28880462335,0.280524680597264,0.230016995566477,4806.49834757962,4845.11417939777,6534.37582448402,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1053",585,585,"russ057w.rwl",4147,294.570547503157,NA,1980.16926801416,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1054",585,585,"russ057w.rwl",4147,272.23166655454,0.499359353300612,1980.16926801416,1033.84558041963,-3004.03980869089,0.477900401183159,0.441353714489086,6552.54295049086,6590.9460275667,8275.80763750805,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1055",586,586,"russ057x.rwl",4147,294.960507776008,NA,538.599924334953,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1056",586,586,"russ057x.rwl",4147,272.958550399947,0.301469602937981,538.599924334953,376.80473852069,-911.228092999401,0.300399570263667,0.251287468288115,2368.3732867987,2406.98858682063,4096.2392506556,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1057",587,587,"russ058e.rwl",3495,360.863977720506,NA,3007.95201037543,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1058",587,587,"russ058e.rwl",3495,346.955856519918,0.691765653153369,3007.95201037543,1672.01777777618,-3670.75460089844,0.444134157722985,0.383047008111886,8035.42091483672,8112.14390741381,10172.3527943991,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1059",588,588,"russ058i.rwl",3495,361.348986794189,NA,2453.60040293514,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1060",588,588,"russ058i.rwl",3495,347.329269765035,0.770752667577895,2453.60040293514,2075.64450297707,-4048.63498308504,0.154041342472038,0.0609629142556291,8791.92850570015,8868.82562095456,10931.1602705441,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1061",589,589,"russ058l.rwl",3495,360.629268201888,NA,1675.40855557678,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1062",589,589,"russ058l.rwl",3495,346.582704218551,0.528878949104612,1675.40855557678,977.317022164159,-2732.39019163783,0.416669433308637,0.35264076882358,6157.94579171276,6234.4950015866,8292.57939316936,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1063",590,590,"russ058n.rwl",3495,361.31767725133,NA,793.076050274581,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1064",590,590,"russ058n.rwl",3495,347.339081531376,0.439004969199266,793.076050274581,673.382418257879,-2081.45048314661,0.150923271450778,0.0574988328176387,4857.57912935597,4934.48082278627,6996.87132573864,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1065",592,592,"russ058t.rwl",3495,360.95413333312,NA,3840.89040252416,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1066",592,592,"russ058t.rwl",3495,346.790532410613,0.939697169232585,3840.89040252416,3085.30950990388,-4741.30950558228,0.196720242817583,0.108490238502316,10176.2000759858,10252.8460476913,12312.1137097022,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1067",593,593,"russ058w.rwl",3495,360.79155408716,NA,2943.19794302111,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1068",593,593,"russ058w.rwl",3495,346.836388946929,0.700118049662476,2943.19794302111,1712.63750042038,-3712.70059989125,0.418103187900979,0.354179860812925,8119.07397767635,8195.74130864255,10255.2700458654,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1069",594,594,"russ058x.rwl",3495,360.810801208979,NA,1692.43840473949,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1070",594,594,"russ058x.rwl",3495,346.57599304347,0.613094735412317,1692.43840473949,1313.3427301385,-3248.81101381188,0.223993779353725,0.138818110601607,7190.7740137107,7267.32010008538,9325.366280445,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1071",595,595,"russ059e.rwl",4841,331.822322471964,NA,4281.95981680463,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1072",595,595,"russ059e.rwl",4841,306.75497420107,0.733207750284134,4281.95981680463,2601.95304857133,-5366.29234095782,0.392345290499945,0.351369681778047,11346.0946303178,11387.7448692235,13335.3627813619,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1073",596,596,"russ059i.rwl",4841,331.906517163918,NA,5140.43050227358,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1074",596,596,"russ059i.rwl",4841,306.904163797311,0.958910319202443,5140.43050227358,4450.42356132099,-6665.46410035958,0.134231352928011,0.0758200966175813,13944.7365283138,13986.4285963108,15934.972155478,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1075",597,597,"russ059l.rwl",4841,331.755656896193,NA,2912.70964277793,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1076",597,597,"russ059l.rwl",4841,306.683879481901,0.615468050050316,2912.70964277793,1833.39645586245,-4518.89440778129,0.370552962459419,0.328118379768301,9651.15657452639,9692.78688810036,11639.9636850905,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1077",598,598,"russ059n.rwl",4841,331.927129767549,NA,2046.16351849703,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1078",598,598,"russ059n.rwl",4841,306.929253556962,0.602146374328498,2046.16351849703,1754.88843960607,-4412.96135664971,0.142351809255653,0.0844833538472909,9439.78122041335,9481.48032516117,11430.1795515726,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1079",600,600,"russ059t.rwl",4841,331.834690108529,NA,9117.63787493903,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1080",600,600,"russ059t.rwl",4841,306.747728948217,1.28235546302218,9117.63787493903,7959.0679823473,-8072.53132463492,0.127069083953883,0.0682067558002979,16758.5581071663,16800.2063152515,18747.7792736397,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1081",601,601,"russ059w.rwl",4841,331.839573524029,NA,4412.1236599263,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1082",601,601,"russ059w.rwl",4841,306.786709639101,0.752372459989963,4412.1236599263,2739.75130178853,-5491.20179552954,0.379040228026089,0.337162787921141,11595.9770103373,11637.6361452038,13585.4509617805,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1083",602,602,"russ059x.rwl",4841,331.896332650502,NA,2571.76905667814,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1084",602,602,"russ059x.rwl",4841,306.874801630096,0.6686943418348,2571.76905667814,2164.21627436108,-4920.426467864,0.158471765284974,0.101701766531493,10454.6025389882,10496.2863727862,12444.6477561216,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1085",603,603,"russ060e.rwl",3821,279.165350952036,NA,4797.41728587792,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1086",603,603,"russ060e.rwl",3821,257.469079741629,0.911213353880134,4797.41728587792,3171.78334542582,-5065.99438851266,0.33885606433225,0.291273208857778,10646.9269365086,10684.2867784818,12255.6626061823,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1087",604,604,"russ060i.rwl",3821,279.126286607009,NA,5344.67200376488,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1088",604,604,"russ060i.rwl",3821,255.763168150017,1.08527910963963,5344.67200376488,4499.31344903311,-5733.96406823907,0.158168462748751,0.098013224935996,11979.4544727782,12016.3041909358,13577.5311505858,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1089",605,605,"russ060l.rwl",3821,280.748247610143,NA,2908.97906924158,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1090",605,605,"russ060l.rwl",3821,258.769462440616,0.727155456263516,2908.97906924158,2019.84431993193,-4203.83625186809,0.305651820843614,0.255407527275127,8925.21142861741,8962.96265165411,10542.0722371785,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1091",606,606,"russ060n.rwl",3821,279.171858237551,NA,1884.14739630457,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1092",606,606,"russ060n.rwl",3821,256.09466566551,0.64127725232111,1884.14739630457,1570.92348479604,-3723.61911261273,0.166241724040736,0.106580311266816,7959.42755655647,7996.37610949007,9559.57551949908,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1093",608,608,"russ060t.rwl",3821,279.021358196109,NA,6881.66666576816,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1094",608,608,"russ060t.rwl",3821,256.105095306665,1.20989378409769,6881.66666576816,5591.88014080919,-6149.28910069838,0.1874235686792,0.129275322097476,12810.7883920101,12847.7400568028,14411.00152214,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1095",609,609,"russ060w.rwl",3821,279.581472953126,NA,5133.90886272948,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1096",609,609,"russ060w.rwl",3821,257.875266046137,0.952237685657984,5133.90886272948,3463.81025015139,-5234.26208159025,0.325307413363426,0.276667006239842,10984.2746952728,11021.7565540455,12595.5483256106,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1097",610,610,"russ060x.rwl",3821,278.93621138351,NA,3004.74931074431,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1098",610,610,"russ060x.rwl",3821,256.090803296709,0.797178514409672,3004.74931074431,2427.58549025509,-4555.13268505423,0.192083851529778,0.134272567163759,9622.44697670188,9659.39437726828,11222.5708065312,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1099",611,611,"russ061e.rwl",7487,354.535391952223,NA,9909.82812769791,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1100",611,611,"russ061e.rwl",7487,327.324642848946,0.924026664817921,9909.82812769791,6391.73602582686,-10031.5123616839,0.355010405482009,0.325612983312281,20717.6740090658,20747.6987667471,22983.0628095253,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1101",612,612,"russ061i.rwl",7487,354.501913260603,NA,12477.6585752911,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1102",612,612,"russ061i.rwl",7487,327.39169811045,1.20126123023748,12477.6585752911,10802.5116749316,-11995.9991870994,0.134251701972087,0.0947840320640858,24646.7817704197,24676.8190936411,26912.6346552119,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1103",613,613,"russ061l.rwl",7487,354.41889632844,NA,7518.11820812921,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1104",613,613,"russ061l.rwl",7487,327.278484260115,0.778265741590839,7518.11820812921,4534.25196810107,-8746.19741008145,0.396890040489352,0.369405479393127,18146.9517886831,18176.9678982657,20412.0211290823,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1105",614,614,"russ061n.rwl",7487,354.505554456205,NA,4478.4137293288,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1106",614,614,"russ061n.rwl",7487,327.401358037606,0.72738253423213,4478.4137293288,3960.73293837918,-8239.96004935878,0.115594677543829,0.0752752249122977,17134.7228147928,17164.7619484223,19400.6425552014,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1107",616,616,"russ061t.rwl",7487,354.505207850116,NA,19274.3689991194,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1108",616,616,"russ061t.rwl",7487,327.356286363631,1.48675991192888,19274.3689991194,16547.4663973907,-13592.4309817401,0.141478177669697,0.102344387651038,27839.5745362074,27869.6052232504,30105.1823390102,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1109",617,617,"russ061w.rwl",7487,354.472831095031,NA,11461.8392903856,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1110",617,617,"russ061w.rwl",7487,327.289681763989,1.00190385124811,11461.8392903856,7514.53159501348,-10637.3333807198,0.344386934362551,0.314508661494122,21929.2461249676,21959.2643323526,24194.392962434,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1111",618,618,"russ061x.rwl",7487,354.519123951761,NA,8372.85007336584,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1112",618,618,"russ061x.rwl",7487,327.371034525884,0.978146683810353,8372.85007336584,7162.38721977824,-10457.6627657745,0.1445699902639,0.105575291154717,21570.0676006009,21600.1010513634,23835.7774743058,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1113",619,619,"russ062e.rwl",6107,311.404672988956,NA,3624.29292098229,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1114",619,619,"russ062e.rwl",6107,281.174230559696,0.655402179681431,3624.29292098229,2622.84461660293,-6084.71215508625,0.276315498281508,0.241512234939763,12731.7727712919,12759.0148297849,14620.4737634635,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1115",620,620,"russ062i.rwl",6107,311.413970618461,NA,2767.44378682611,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1116",620,620,"russ062i.rwl",6107,283.646477368138,0.630786379170887,2767.44378682611,2429.52523123674,-5850.92520203164,0.122104939293788,0.0794947928475599,12269.1433587996,12296.8774942439,14174.4509048175,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1117",621,621,"russ062l.rwl",6107,308.797115838598,NA,2716.69744421257,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1118",621,621,"russ062l.rwl",6107,279.859977714947,0.5609560101226,2716.69744421257,1921.38506615702,-5134.42281458988,0.292749705989461,0.25890397712892,10828.5655846096,10855.5479320313,12708.4384894885,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"1119",622,622,"russ062n.rwl",6107,311.217055943945,NA,1052.49476020562,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
